,0,1,2,3,4,5,6,7,8,9
0,-192.69621239644496,222.58688023823282,56.48431642366125,21.5562172144503,-47.90994247773094,-5.685338070260969,-14.069445142048759,19.413602454244536,-2.5205788329217005,9.251959994336591
1,-211.37757663524107,132.34398943655782,52.925079607992814,19.406230361371147,33.41060503054826,20.688282339297793,-12.329724866898044,-0.9590319210301207,-5.466786289569688,-3.849970877314326
2,-18.99635651278701,-573.9264991972817,314.5225687643739,184.84926012861257,27.796611929788686,5.266747787928895,27.502322464215702,11.090861796662518,-4.008717009279393,2.7422959708797294
3,-229.21414623435274,371.0102905368472,10.947066230830451,-94.90929174570026,-64.36202705576996,-1.9087590820093328,-3.1049637363030276,-24.170756349286613,-0.5084774548947876,-3.8127861471386932
4,-167.05698683373322,-262.35550806149024,-35.211028426689225,-99.999326288071,63.827778108005205,49.01947552170676,-0.5627099539908704,-14.971806067876473,-0.41103599180029465,-2.7167093285812296
5,-316.44801406155557,600.0753173612862,4.289654103117267,-92.86947601615742,-43.44600642347022,37.9147172748376,3.8736053492803935,19.51952653497059,-3.864514343586283,-4.852133183400953
6,-124.27947669165779,44.26350727345926,-16.37786697618052,-98.25701041090481,5.171302166395428,17.667111432085832,-3.27575762013428,14.112934738782457,-5.393023367521059,0.49071300807705626
7,-225.15068463557296,635.0350146605974,47.34947865188042,20.50018693071585,42.24899652355278,70.55135280022928,-7.1585024221115034,-0.4817319593840614,30.65819411316118,-11.26350122081224
8,-290.82282500236596,-566.1680018860906,3.442429262487298,16.625847617481035,-100.24492436048091,22.061316454492427,-8.738658130417551,-10.307592816542924,-8.24495300251865,3.3503214142059647
9,76.54351610111199,-199.9782574761219,-185.02019809683637,42.3955160384882,22.757333463949816,-19.181819213309158,-21.08699851119259,15.886479279914399,36.50255554898412,9.035194366364019
10,-233.46295439568885,-75.87596488229136,9.6440644084393,24.965138661494617,41.163323408324096,18.388040658842048,-11.94001484371177,3.5800413542248957,-0.474758699661769,2.4170896093715912
11,112.69651437911781,263.2855024816312,-37.32443259824654,-97.01210059030268,-61.98432725082484,-5.262146128529712,35.902052549839986,-1.015517026556683,-1.8611433028731568,-2.5584375223858857
12,268.6803856975597,597.7741353519502,-117.14528891598205,29.10816002673286,-88.72318389704536,-4.3488497865803435,-21.69643662547977,11.894713669487523,-7.796985822159037,0.7372695122711127
13,-191.7831420114986,-75.12486569552884,-50.90765265927284,30.90441399740293,42.13136619931621,17.22441089681082,-12.954537778281741,-22.753741823455965,0.43943884520293747,1.2778311846962416
14,-235.9731188462731,603.5463334244346,74.16690586008282,33.723324852436264,42.782971552543614,-40.66232103835219,27.61347877583345,-3.8146746439344774,0.3170736288479414,-2.526081816284296
15,202.82890842326188,-73.1036934521739,-58.75069502624428,-102.87096048546208,-70.4045871660927,-15.240316362768587,-12.6386532063351,15.269614883827852,-2.5030034081473382,4.788419418435036
16,-179.92478812463204,417.2432478437296,-12.030656377274319,-90.6826912797881,36.902914997613394,2.9817465157653698,-4.578353251662832,-17.68995109426262,-2.4166964706424734,-5.059347452999245
17,-198.28712176559074,-130.8835762156601,0.0351605954880347,21.29736834232251,-104.89215525759309,-1.7570339167920184,-12.577137803149192,6.967747225282872,-7.956925113405203,-1.3566294167313502
18,582.3809463943618,366.56018873957595,-85.93698430738094,-102.71690626562601,-64.98133805996025,-22.162991798625313,25.05446501043561,8.286437716706507,-3.5366595371921834,-1.657579847229839
19,-138.13854507615588,-403.4212996474675,-1.0140882672028824,-99.80665190262638,36.26047433388716,4.657726565608379,23.502492333557004,-2.0232337318441966,-3.5099541727638353,1.0672042741829935
20,-257.91494733089075,-600.6417744642297,4.721732656853613,20.945553688897792,10.967955655969321,0.33231205424687627,-13.770086930503771,-24.245414263825204,-2.292592420270616,-2.1515793717065375
21,216.28174496072438,-607.2890838807813,223.95376183591083,181.8432830954557,-36.12667622473732,25.278280255400368,7.052992121197839,-1.8642820509944638,-2.0249031160663775,-0.03727874584939128
22,-211.4515736787422,599.5487085070707,-10.559665551871335,-94.31906048709048,-43.00744868810788,36.714853011119,1.7221374562848868,16.12503727893587,-5.051059604517632,1.7098855036422946
23,-319.7426608314261,-437.8060688737481,69.97635579057048,225.32117073351742,-28.68496761982959,2.377839272253264,55.090043408787,7.580113630614856,1.3931358927782627,-5.271985112318956
24,-266.2781376142954,-45.78324208975022,21.57281023339943,-21.29013252450135,32.90367182492555,-28.88547269790698,-12.48589329447073,-17.748973232179694,0.6546641973885436,-1.0171461608647847
25,-80.54011339933287,-75.12852073660639,116.81819031223914,11.753070406096851,-77.18475899761624,-6.3225817158645095,72.04708867413974,-2.16722136030228,-4.355592417213239,-3.2034213580326214
26,549.639949006211,610.2185266591744,-271.28510387424694,41.830450549467336,-57.425661036268714,-1.990647057413643,2.3996825086549882,12.075710265689304,-0.4167614759989011,5.0897503902139265
27,-196.76844818279756,-188.4982084596714,6.338280324768699,28.206453844456302,21.670225490150894,-34.24641702606336,-18.487048776570973,-3.913040757727438,15.645568975707295,-4.883194949571617
28,-258.8394734027842,-77.71720319289415,-3.981011569180803,32.23677890805138,3.288394038313869,-41.296485868113166,-17.620875351970255,-27.429635137503237,-2.0861067645974627,-3.685405707260526
29,-222.40972949834057,-342.2578599349656,-25.948683173407318,22.652201398800784,-106.4769449029185,-0.014506684355135217,-11.81238596774655,0.9164624378465852,-7.805452582318503,4.156422728371207
30,-311.5457792210539,-614.9031149148194,22.166477652968172,25.143707891669646,8.844691444647745,-35.363419338383046,-15.836695628096969,13.195300560429564,0.3109062126947781,-4.238298592791537
31,-205.94295159541306,-567.4601524270963,5.948110556806535,18.09042843834272,-54.153836525442614,0.3791753884644365,-13.115677936570476,14.565310957690023,-6.294106793495114,2.3674056129428074
32,-209.07415466411248,362.2938891579998,-5.159175406374267,-93.6295468707912,-81.09951399387779,-3.4112196268281654,-2.3846798400988223,13.43448267709658,-4.845992667277506,-0.27758085617745104
33,-227.50949919427325,634.7292329740387,8.958832435148963,22.419261058989406,85.23559221014987,105.21266868724035,-3.4464512514590835,8.162920607013618,31.063418190429896,-9.51871125822242
34,-82.8335408298552,-302.5691142244177,-45.058244028343836,-96.9026874518586,-40.03534630175904,-15.568422266233581,-7.221445622669812,-0.5709882733232977,-4.3190385698344365,-0.9533897839070853
