,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
3161,4,3,1,0,807,30,45,30.0,60.0,20,175,0,3,10.5,0,150.0,0,49,0,17,15,1,0,2,6.0,2,60.0,200.0,11,3
1174,4,0,0,0,109,3,25,25.0,25.0,20,230,0,3,14.0,0,460.0,0,32,0,6,79,2,8,6,25.0,6,80.0,400.0,8,3
4335,4,3,2,0,1043,123,20,20.0,20.0,20,175,0,3,8.0,0,115.0,0,72,0,17,15,1,2,9,4.0,0,50.0,80.0,11,3
7088,4,3,2,0,410,21,75,60.0,90.0,20,250,0,2,12.5,0,115.0,0,66,0,17,15,6,3,12,6.0,0,50.0,80.0,5,3
1323,4,3,0,0,106,145,14,14.0,14.0,20,125,0,8,10.0,0,85.0,0,57,0,17,15,1,6,2,6.5,13,60.0,200.0,12,3
6610,4,3,2,0,937,123,23,23.0,23.0,20,500,0,2,16.0,0,230.0,0,47,0,17,61,6,8,2,4.0,0,50.0,80.0,1,3
459,4,3,0,0,1272,142,10,10.0,10.0,20,680,0,6,22.0,0,210.0,0,32,0,17,15,3,4,2,6.0,4,60.0,200.0,12,3
5950,4,3,4,0,598,20,45,30.0,60.0,20,240,0,3,10.0,0,70.0,0,71,0,17,15,1,7,8,6.0,10,70.0,200.0,10,1
691,4,3,0,0,1279,3,20,20.0,20.0,20,145,0,3,9.5,0,145.0,0,50,0,17,61,3,5,2,5.0,1,60.0,200.0,8,1
1133,4,3,0,0,601,121,13,13.0,13.0,20,590,0,3,27.0,0,260.0,0,31,0,17,15,6,2,9,6.2,0,50.0,80.0,4,0
6737,4,3,2,0,1090,34,45,30.0,60.0,20,230,0,2,10.0,0,115.0,0,67,0,17,15,6,2,0,6.0,0,50.0,80.0,6,0
4220,4,3,0,0,542,145,2,2.0,2.0,20,210,0,8,11.0,0,115.0,0,39,0,17,15,6,4,2,8.0,2,60.0,200.0,1,1
4364,4,3,2,0,1043,123,16,16.0,16.0,20,940,0,3,26.5,0,400.0,0,35,0,1,61,1,0,2,11.0,0,50.0,80.0,8,2
2019,4,3,0,0,270,27,45,30.0,60.0,20,260,0,8,18.5,0,160.0,0,51,0,17,44,6,2,2,6.0,0,50.0,80.0,6,2
4642,4,3,2,0,73,34,29,29.0,29.0,20,155,0,3,8.0,0,100.0,0,72,0,17,15,1,0,2,4.0,4,60.0,200.0,12,0
6976,4,3,6,0,75,71,21,21.0,21.0,20,480,0,1,17.5,0,490.0,0,44,0,17,61,3,7,2,7.0,6,80.0,400.0,13,2
4221,4,3,1,0,628,12,23,23.0,23.0,20,140,0,2,8.2,0,105.0,0,66,0,17,15,6,5,2,6.0,0,60.0,150.0,4,3
130,4,3,0,0,601,121,10,10.0,10.0,20,260,0,8,11.0,0,270.0,0,46,0,17,104,3,2,7,13.0,1,60.0,200.0,8,2
7509,4,3,7,0,1284,120,23,23.0,23.0,20,1000,0,2,37.0,0,200.0,0,31,0,17,44,1,3,2,6.5,1,60.0,200.0,9,2
1812,4,3,1,0,596,30,6,6.0,6.0,20,160,0,2,8.0,0,80.0,0,74,0,17,15,1,4,2,6.0,2,60.0,200.0,13,2
1315,4,3,0,0,106,94,14,14.0,14.0,20,200,0,2,11.0,0,125.0,0,32,0,17,15,1,4,2,6.0,13,60.0,200.0,11,3
991,4,3,0,0,370,89,18,18.0,18.0,20,330,0,3,13.5,0,145.0,0,48,0,17,15,1,5,2,12.0,0,50.0,80.0,11,0
1678,4,3,0,0,1248,3,45,30.0,60.0,20,260,0,2,12.0,0,230.0,0,33,0,17,15,6,2,2,6.5,4,60.0,200.0,7,1
2957,4,3,0,0,1021,27,75,60.0,90.0,20,2000,1,1,32.0,0,700.0,0,54,0,6,1,6,2,7,15.0,15,70.0,200.0,2,1
6170,4,3,4,0,50,20,7,7.0,7.0,20,150,0,6,16.5,0,105.0,0,72,0,17,15,1,2,2,10.0,6,80.0,400.0,11,3
8292,4,0,2,0,1303,34,14,14.0,14.0,20,1300,0,2,29.5,0,65.0,0,34,0,17,31,6,8,2,30.0,13,60.0,200.0,3,0
5060,4,0,1,0,643,30,21,21.0,21.0,20,175,0,3,7.0,0,270.0,0,22,0,0,47,6,8,2,9.5,6,80.0,400.0,1,2
7993,4,3,4,0,29,20,6,6.0,6.0,20,2000,1,2,50.0,1,930.0,0,32,0,10,43,6,3,2,6.0,4,60.0,200.0,6,3
4659,4,1,1,0,688,115,45,30.0,60.0,20,1700,0,5,39.5,0,1000.0,0,36,0,6,1,6,7,2,8.0,8,60.0,200.0,5,2
1985,4,3,0,0,74,3,19,19.0,19.0,20,250,0,3,9.5,0,105.0,0,44,0,17,15,6,4,2,4.0,9,80.0,200.0,4,0
3228,4,3,1,0,1215,11,14,14.0,14.0,20,200,0,3,16.5,0,145.0,0,55,0,17,15,1,3,2,9.0,3,50.0,80.0,10,0
285,4,1,0,0,95,27,45,30.0,60.0,20,2000,1,1,23.0,0,420.0,0,18,0,17,16,6,5,2,5.0,13,60.0,200.0,8,0
3207,4,3,0,0,370,89,20,20.0,20.0,20,250,0,2,12.0,0,135.0,0,68,0,17,15,6,5,2,9.0,0,50.0,80.0,6,3
8674,4,3,8,0,238,59,18,18.0,18.0,20,330,0,2,12.0,0,160.0,0,57,0,17,15,6,6,2,6.0,4,60.0,200.0,4,3
3785,4,1,2,0,227,74,27,27.0,27.0,20,1500,0,5,38.0,0,570.0,0,39,0,6,85,6,4,7,24.5,7,60.0,200.0,8,1
3691,4,3,1,0,619,11,21,21.0,21.0,20,180,0,2,11.0,0,105.0,0,58,0,17,15,6,7,2,6.0,0,50.0,80.0,4,1
4654,4,3,0,0,198,3,45,30.0,60.0,20,165,0,2,10.5,0,140.0,0,48,0,17,15,6,4,2,6.5,0,60.0,150.0,3,1
2589,4,3,0,0,1265,27,45,30.0,60.0,20,145,0,2,7.5,0,135.0,0,39,0,17,15,6,2,2,8.0,9,80.0,200.0,2,2
9226,4,1,29,0,294,119,75,60.0,90.0,20,2000,1,2,50.0,1,2000.0,1,44,0,6,42,6,3,11,12.0,7,60.0,200.0,9,1
9675,4,3,20,0,499,41,2,2.0,2.0,20,640,0,6,24.0,0,130.0,0,36,0,17,15,6,7,11,15.0,6,80.0,400.0,2,2
1729,4,3,0,0,952,3,45,30.0,60.0,20,220,0,2,12.0,0,125.0,0,66,0,17,15,6,4,2,20.0,2,60.0,200.0,5,0
4985,4,3,0,0,995,121,19,19.0,19.0,20,175,0,2,11.6,0,120.0,0,50,0,17,15,6,0,2,5.5,2,60.0,200.0,3,2
3657,4,3,0,0,529,3,75,60.0,90.0,20,210,0,1,13.5,0,160.0,0,45,0,17,15,6,5,2,6.5,0,50.0,80.0,5,1
3762,4,3,2,0,682,74,45,30.0,60.0,20,950,0,1,23.5,0,270.0,0,37,0,17,15,1,3,7,12.0,15,60.0,200.0,8,3
2432,4,0,1,0,630,30,14,14.0,14.0,20,190,0,3,16.0,0,145.0,0,73,0,1,15,1,0,2,16.0,6,80.0,400.0,11,2
6653,4,0,2,0,1077,34,14,14.0,14.0,20,110,0,2,7.3,0,360.0,0,41,0,6,98,6,3,2,6.0,6,80.0,600.0,6,3
5513,4,3,1,0,631,30,14,14.0,14.0,20,430,0,5,20.0,0,145.0,0,33,0,17,15,6,5,2,6.0,4,60.0,200.0,1,2
5217,4,0,2,0,456,34,8,8.0,8.0,20,850,0,2,18.5,0,2000.0,1,28,0,2,80,3,3,7,15.0,6,80.0,600.0,12,0
2430,4,0,1,0,630,30,12,12.0,12.0,20,240,0,2,20.0,0,150.0,0,73,0,1,15,1,8,2,6.0,6,80.0,400.0,11,3
4388,4,3,2,0,1303,34,11,11.0,11.0,20,120,0,2,15.5,0,95.0,0,73,0,17,15,1,4,9,4.0,13,60.0,200.0,12,3
9365,4,3,9,0,1327,136,8,8.0,8.0,20,380,0,2,19.0,0,115.0,0,48,0,17,15,6,5,2,6.0,2,60.0,200.0,2,3
5865,4,3,1,0,1136,30,15,15.0,15.0,20,480,0,6,25.0,0,220.0,0,48,0,6,15,6,8,2,4.0,2,60.0,200.0,2,2
9513,4,3,20,0,499,41,1,1.0,1.0,20,1900,0,1,45.0,0,520.0,0,48,0,17,45,6,0,11,7.0,5,60.0,200.0,7,0
1260,4,3,0,0,529,142,18,18.0,18.0,20,100,0,8,10.5,0,70.0,0,31,0,17,15,6,2,2,6.5,0,50.0,80.0,11,2
4480,4,3,2,0,1328,84,45,30.0,60.0,20,185,0,3,12.5,0,105.0,0,70,0,20,15,1,3,2,6.0,4,60.0,200.0,9,2
3216,4,3,1,0,1215,115,21,21.0,21.0,20,195,0,3,11.5,0,110.0,0,71,0,1,15,1,2,2,6.0,1,60.0,200.0,9,3
2818,4,3,0,0,1034,121,14,14.0,14.0,20,165,0,6,9.0,0,100.0,0,47,0,17,15,6,3,2,6.5,2,60.0,150.0,2,3
5894,4,0,2,0,586,74,29,29.0,29.0,20,1600,0,5,39.0,0,200.0,0,47,0,6,98,6,8,6,24.0,15,60.0,200.0,6,3
8772,4,3,2,0,318,123,45,30.0,60.0,20,1200,0,1,33.5,0,690.0,0,48,0,6,43,6,4,2,6.0,4,60.0,200.0,3,0
5241,4,3,2,0,129,21,75,60.0,90.0,20,230,0,6,19.0,0,75.0,0,73,0,17,15,1,3,2,6.0,0,50.0,80.0,12,0
6580,4,3,2,0,1186,34,7,7.0,7.0,20,165,0,2,11.5,0,105.0,0,62,0,17,15,6,2,2,6.0,2,60.0,200.0,1,1
5070,4,0,1,0,1084,30,25,25.0,25.0,20,550,0,6,20.0,0,125.0,0,51,0,6,98,6,6,2,28.0,5,60.0,200.0,5,2
3417,4,3,2,0,586,74,15,15.0,15.0,20,280,0,3,11.0,0,105.0,0,71,0,17,15,1,4,2,6.0,9,80.0,200.0,10,2
408,4,3,0,0,717,27,45,30.0,60.0,20,2000,1,3,30.0,0,2000.0,1,24,0,20,105,0,7,2,7.5,15,70.0,200.0,11,2
7938,4,3,4,0,74,20,29,29.0,29.0,20,210,0,7,14.5,0,140.0,0,65,0,17,47,6,0,2,6.0,0,50.0,80.0,6,1
8988,4,3,6,0,799,71,45,30.0,60.0,20,1300,0,1,30.5,0,730.0,0,47,0,17,15,6,3,8,5.0,10,70.0,200.0,2,3
5272,4,3,2,0,129,21,75,60.0,90.0,20,280,0,2,11.5,0,110.0,0,70,0,17,15,1,4,2,6.0,0,50.0,80.0,10,0
3057,4,3,1,0,768,11,14,14.0,14.0,20,180,0,3,12.5,0,120.0,0,69,0,17,15,1,2,2,6.0,1,60.0,200.0,8,3
2949,4,3,0,0,1338,3,15,15.0,15.0,20,175,0,2,8.4,0,130.0,0,51,0,17,15,6,6,8,4.5,4,60.0,200.0,6,1
4311,4,3,2,0,1043,112,21,21.0,21.0,20,260,0,3,13.0,0,200.0,0,56,0,17,15,1,2,9,3.5,0,50.0,80.0,12,3
1430,4,0,0,0,145,3,16,16.0,16.0,20,240,0,1,7.5,0,270.0,0,15,0,17,44,3,8,2,12.0,13,60.0,200.0,10,0
3728,4,3,2,0,220,84,19,19.0,19.0,20,145,0,3,16.0,0,95.0,0,73,0,17,15,1,6,2,9.0,0,50.0,80.0,12,1
5034,4,3,1,0,471,30,29,29.0,29.0,20,280,0,2,11.0,0,130.0,0,52,0,17,15,6,2,2,6.0,0,50.0,80.0,6,0
3447,4,3,0,0,414,3,45,30.0,60.0,20,200,0,5,14.5,0,110.0,0,66,0,1,15,6,8,2,6.5,0,50.0,80.0,5,2
7880,4,3,1,0,1236,30,105,90.0,120.0,20,380,0,3,21.5,0,175.0,0,56,0,17,15,6,8,2,6.0,11,50.0,80.0,3,1
5329,4,3,1,0,705,30,45,30.0,60.0,20,460,0,1,3.5,0,260.0,0,52,0,17,15,6,5,2,5.5,0,60.0,150.0,2,3
5537,4,0,2,0,834,34,13,13.0,13.0,20,150,0,2,5.5,0,125.0,0,76,0,17,47,4,6,2,11.0,6,80.0,600.0,9,3
4789,4,3,1,0,534,30,45,30.0,60.0,20,240,0,2,9.0,0,170.0,0,53,0,20,15,6,8,2,7.0,0,50.0,80.0,4,0
1141,4,3,0,0,417,3,45,30.0,60.0,20,260,0,3,11.5,0,180.0,0,55,0,17,15,1,3,8,5.0,0,50.0,80.0,8,1
4573,4,3,0,0,1216,3,45,30.0,60.0,20,170,0,2,10.0,0,130.0,0,57,0,17,15,6,4,2,7.0,0,50.0,80.0,2,0
1387,4,3,0,0,88,142,13,13.0,13.0,20,640,0,1,50.0,1,470.0,0,43,0,20,61,6,8,2,6.5,2,60.0,200.0,12,0
7182,4,3,2,0,389,34,45,30.0,60.0,20,240,0,2,11.0,0,130.0,0,67,0,17,15,6,2,2,6.0,4,60.0,200.0,6,1
1293,4,3,0,0,100,27,2,2.0,2.0,20,670,0,1,22.5,0,410.0,0,54,0,17,61,1,6,2,6.0,2,60.0,200.0,12,3
6145,4,3,2,0,1315,34,15,15.0,15.0,20,150,0,3,15.0,0,115.0,0,56,0,17,15,6,4,2,9.0,0,50.0,80.0,4,2
382,4,3,0,0,270,142,45,30.0,60.0,20,250,0,2,12.5,0,220.0,0,62,0,17,61,1,7,2,9.0,1,60.0,200.0,8,2
2397,4,3,1,0,629,30,6,6.0,6.0,20,330,0,5,19.0,0,170.0,0,69,0,17,15,1,2,2,6.0,2,60.0,200.0,8,1
204,4,3,0,0,1245,65,21,21.0,21.0,20,260,0,2,10.0,0,230.0,0,48,0,17,15,1,8,2,15.0,1,60.0,200.0,12,2
3445,4,3,0,0,414,3,45,30.0,60.0,20,200,0,2,11.5,0,105.0,0,67,0,17,15,6,2,2,6.5,0,50.0,80.0,6,2
5358,4,3,2,0,586,74,16,16.0,16.0,20,880,0,1,50.0,1,125.0,0,43,0,17,15,6,2,2,6.0,15,60.0,200.0,4,2
4537,4,0,2,0,1090,34,45,30.0,60.0,20,780,0,8,25.0,0,170.0,0,56,0,6,98,4,7,2,20.0,4,60.0,200.0,8,2
4930,4,0,1,0,772,30,19,19.0,19.0,20,110,0,1,12.5,0,150.0,0,25,0,17,47,6,6,7,10.0,8,60.0,200.0,4,1
1329,4,3,0,0,217,3,45,30.0,60.0,20,360,0,2,14.5,0,290.0,0,46,0,1,61,6,7,2,18.0,4,60.0,200.0,4,2
3807,4,3,1,0,960,32,13,13.0,13.0,20,200,0,2,10.5,0,150.0,0,54,0,17,15,6,2,2,6.0,0,50.0,80.0,4,1
6323,4,3,0,0,529,27,45,30.0,60.0,20,160,0,2,10.5,0,110.0,0,64,0,17,15,6,0,2,6.5,0,50.0,80.0,3,0
8875,4,3,6,0,1244,71,45,30.0,60.0,20,460,0,2,18.5,0,195.0,0,50,0,17,15,6,5,7,10.0,5,60.0,200.0,1,2
5973,4,3,4,0,1177,20,45,30.0,60.0,20,340,0,2,12.0,0,80.0,0,71,0,17,15,1,0,2,6.0,0,50.0,80.0,12,0
8394,4,0,6,0,1263,71,29,29.0,29.0,20,2000,1,3,33.0,0,560.0,0,46,0,6,93,6,7,2,9.0,6,80.0,400.0,6,2
5484,4,3,2,0,312,21,75,60.0,90.0,20,200,0,8,13.5,0,100.0,0,55,0,17,15,1,8,2,6.0,0,50.0,80.0,9,3
4632,4,3,0,0,1225,27,75,60.0,90.0,20,420,0,6,13.0,0,460.0,0,51,0,17,61,6,0,6,11.0,15,70.0,200.0,1,3
8657,4,3,6,0,799,71,45,30.0,60.0,20,250,0,2,11.0,0,120.0,0,68,0,17,15,6,6,8,6.0,10,70.0,200.0,7,2
2606,4,3,0,0,1348,27,16,16.0,16.0,20,165,0,2,9.0,0,150.0,0,59,0,17,61,6,7,2,4.0,1,60.0,200.0,7,1
1215,4,3,0,0,952,3,45,30.0,60.0,20,200,0,2,11.0,0,120.0,0,65,0,1,15,6,8,2,8.0,0,50.0,80.0,4,1
5307,4,0,2,0,85,34,18,18.0,18.0,20,195,0,2,10.0,0,420.0,0,28,0,6,31,2,3,7,8.5,6,80.0,400.0,13,0
4603,4,3,0,0,1201,145,2,2.0,2.0,20,165,0,2,10.0,0,85.0,0,44,0,17,15,6,7,2,6.5,0,50.0,80.0,1,3
433,4,3,0,0,281,65,12,12.0,12.0,20,200,0,3,12.0,0,140.0,0,32,0,17,15,1,6,2,7.5,1,60.0,200.0,10,1
3639,4,3,2,0,937,123,24,24.0,24.0,20,230,0,2,12.0,0,140.0,0,60,0,17,15,1,3,2,6.0,15,60.0,200.0,8,3
5031,4,3,2,0,903,34,45,30.0,60.0,20,260,0,3,13.0,0,120.0,0,50,0,17,15,1,2,8,4.0,0,50.0,80.0,11,2
5504,4,3,2,0,313,63,45,30.0,60.0,20,140,0,7,12.0,0,90.0,0,61,0,17,15,1,4,2,6.0,0,50.0,80.0,8,1
980,4,3,0,0,370,89,11,11.0,11.0,20,230,0,2,11.5,0,105.0,0,73,0,17,15,1,2,2,6.5,1,60.0,200.0,12,3
6568,4,3,0,0,315,27,8,8.0,8.0,20,250,0,2,16.5,0,170.0,0,47,0,17,15,6,8,2,5.5,2,60.0,200.0,3,1
2177,4,3,0,0,281,65,17,17.0,17.0,20,260,0,2,14.5,0,110.0,0,33,0,1,15,6,2,2,5.5,0,60.0,150.0,5,2
5931,4,3,1,0,850,85,5,5.0,5.0,20,210,0,3,16.5,0,125.0,0,35,0,17,15,6,3,2,6.0,2,60.0,200.0,2,3
7368,4,3,2,0,318,123,24,24.0,24.0,20,110,0,2,8.0,0,85.0,0,65,0,17,15,6,6,2,6.0,0,50.0,80.0,5,1
805,4,3,0,0,1174,142,14,14.0,14.0,20,250,0,3,26.5,0,165.0,0,51,0,17,15,1,6,8,7.0,0,50.0,80.0,9,0
3455,4,3,0,0,414,3,45,30.0,60.0,20,200,0,2,12.0,0,95.0,0,66,0,17,15,6,4,2,6.5,0,50.0,80.0,6,1
8093,4,3,9,0,391,28,9,9.0,9.0,20,175,0,6,13.0,0,210.0,0,58,0,17,61,1,5,2,4.0,5,60.0,200.0,10,1
9067,4,0,4,0,48,20,1,1.0,1.0,20,440,0,3,22.5,0,530.0,0,76,0,10,43,6,7,7,15.0,6,80.0,400.0,3,1
8623,4,3,21,0,1173,80,9,9.0,9.0,20,200,0,3,14.5,0,110.0,0,69,0,17,15,1,5,9,6.0,2,60.0,200.0,9,3
8291,4,3,2,0,1303,34,12,12.0,12.0,20,175,0,8,10.5,0,50.0,0,76,0,17,15,6,4,2,15.0,2,60.0,200.0,3,2
2091,4,3,1,0,687,29,10,10.0,10.0,20,740,0,3,26.0,0,670.0,0,42,0,17,61,6,0,2,7.5,2,60.0,200.0,8,0
1997,4,3,0,0,226,65,11,11.0,11.0,20,175,0,2,11.0,0,80.0,0,36,0,17,15,6,5,2,6.5,0,50.0,80.0,5,0
9630,4,3,24,0,0,117,8,8.0,8.0,20,2000,1,1,4.0,0,300.0,0,0,1,17,49,6,5,11,7.0,10,70.0,200.0,7,3
1449,4,0,0,0,294,142,24,24.0,24.0,20,560,0,3,14.5,0,630.0,0,42,0,17,43,3,3,7,15.0,2,60.0,200.0,11,1
724,4,3,0,0,74,3,23,23.0,23.0,20,190,0,2,10.0,0,95.0,0,74,0,1,15,1,4,2,12.5,5,60.0,200.0,12,2
8877,4,3,9,0,1276,136,2,2.0,2.0,20,200,0,3,10.0,0,130.0,0,65,0,17,15,6,0,2,10.5,2,60.0,200.0,4,3
6651,4,3,2,0,903,34,20,20.0,20.0,20,120,0,5,10.0,0,95.0,0,64,0,17,15,6,2,2,4.0,2,60.0,200.0,4,0
4733,4,3,2,0,844,21,9,9.0,9.0,20,185,0,8,13.0,0,105.0,0,71,0,17,15,1,2,2,6.0,13,60.0,200.0,10,1
8059,4,1,2,0,1255,21,45,30.0,60.0,20,1000,0,3,25.0,0,700.0,0,34,0,6,85,6,0,2,15.0,13,60.0,200.0,3,0
6228,4,0,4,0,74,20,19,19.0,19.0,20,1600,0,2,50.0,1,95.0,0,52,0,17,79,4,0,2,22.0,5,60.0,200.0,10,3
733,4,3,0,0,74,3,25,25.0,25.0,20,420,0,2,18.0,0,370.0,0,52,0,17,61,3,2,2,4.5,5,60.0,200.0,9,3
5281,4,3,2,0,165,84,16,16.0,16.0,20,460,0,2,15.0,0,330.0,0,35,0,17,61,6,6,2,9.0,0,50.0,80.0,4,0
1799,4,3,1,0,619,11,14,14.0,14.0,20,240,0,2,14.0,0,125.0,0,64,0,17,15,1,7,2,14.0,4,60.0,200.0,9,0
5690,4,3,3,0,180,66,45,30.0,60.0,20,370,0,2,30.5,0,260.0,0,61,0,17,24,3,6,2,6.0,1,60.0,200.0,12,3
8571,4,3,20,0,499,41,11,11.0,11.0,20,450,0,3,11.0,0,220.0,0,58,0,6,98,4,5,11,11.0,2,60.0,200.0,9,2
7323,4,3,2,0,389,34,23,23.0,23.0,20,105,0,3,12.0,0,70.0,0,68,0,17,15,6,4,2,6.0,4,60.0,200.0,7,3
180,4,3,0,0,952,3,45,30.0,60.0,20,165,0,2,7.5,0,115.0,0,50,0,17,15,1,5,2,6.0,0,50.0,80.0,10,2
7282,4,3,2,0,129,21,75,60.0,90.0,20,210,0,2,21.0,0,155.0,0,66,0,17,15,6,8,2,9.0,0,50.0,80.0,5,0
2436,4,0,1,0,630,30,10,10.0,10.0,20,165,0,5,13.5,0,100.0,0,69,0,17,15,1,5,2,16.0,6,80.0,400.0,11,0
3382,4,3,2,0,586,74,4,4.0,4.0,20,230,0,6,14.5,0,115.0,0,73,0,17,15,1,4,7,8.5,2,60.0,200.0,13,0
3904,4,1,0,0,779,145,45,30.0,60.0,20,2000,1,3,50.0,1,100.0,0,34,0,6,79,6,3,7,14.0,15,70.0,200.0,5,0
666,4,0,0,0,1284,3,5,5.0,5.0,20,600,0,3,21.5,0,2000.0,1,41,0,13,97,4,3,7,25.0,6,80.0,600.0,9,1
5649,4,3,3,0,174,66,13,13.0,13.0,20,320,0,2,10.0,0,170.0,0,18,0,17,15,1,2,2,5.0,1,60.0,200.0,10,2
1042,4,3,0,0,865,3,45,30.0,60.0,20,240,0,3,12.0,0,210.0,0,44,0,1,61,1,0,2,6.5,0,50.0,80.0,12,3
8676,4,3,2,0,389,34,28,28.0,28.0,20,140,0,3,14.5,0,175.0,0,46,0,17,24,6,0,2,8.0,4,60.0,200.0,3,1
8996,4,3,7,0,1380,120,45,30.0,60.0,20,1100,0,1,28.0,0,260.0,0,25,0,17,79,6,4,7,9.0,2,60.0,200.0,7,3
3636,4,3,2,0,937,123,24,24.0,24.0,20,230,0,2,12.5,0,165.0,0,41,0,17,43,1,3,8,4.0,15,60.0,200.0,9,0
7419,4,3,7,0,197,120,25,25.0,25.0,20,700,0,3,21.0,0,230.0,0,48,0,17,79,6,6,2,20.0,2,60.0,200.0,8,0
2140,4,3,1,0,701,32,26,26.0,26.0,20,210,0,3,12.0,0,150.0,0,76,0,20,110,1,5,2,6.0,0,50.0,80.0,12,3
8326,4,3,17,0,486,14,6,6.0,6.0,20,330,0,1,16.0,0,190.0,0,30,0,17,15,1,7,11,4.0,2,60.0,200.0,12,2
8316,4,3,17,0,890,14,7,7.0,7.0,20,410,0,2,17.0,0,210.0,0,50,0,17,98,4,3,6,16.5,9,80.0,200.0,9,0
16,4,0,0,0,11,3,24,24.0,24.0,20,75,0,3,6.5,0,75.0,0,71,0,17,15,1,8,2,24.5,9,80.0,200.0,10,2
1000,4,3,0,0,370,89,29,29.0,29.0,20,600,0,2,16.0,0,420.0,0,51,0,17,61,3,6,7,9.0,10,70.0,200.0,9,0
1830,4,3,0,0,1248,3,45,30.0,60.0,20,600,0,3,13.0,0,700.0,0,19,0,17,75,6,8,7,10.0,2,60.0,200.0,6,1
2031,4,3,0,0,281,65,14,14.0,14.0,20,370,0,3,8.0,0,240.0,0,50,0,17,15,6,8,2,8.0,0,60.0,150.0,7,2
2630,4,3,0,0,1272,27,15,15.0,15.0,20,420,0,3,26.5,0,220.0,0,31,0,17,15,6,7,2,6.0,4,60.0,200.0,1,1
3635,4,3,0,0,106,145,9,9.0,9.0,20,110,0,3,12.5,0,95.0,0,54,0,17,15,6,4,2,6.5,2,60.0,200.0,7,1
3208,4,3,0,0,370,89,21,21.0,21.0,20,260,0,2,14.0,0,150.0,0,51,0,17,15,6,0,2,6.5,0,50.0,80.0,6,2
7716,4,3,2,0,389,34,26,26.0,26.0,20,160,0,1,4.8,0,120.0,0,63,0,17,15,6,6,2,8.0,2,60.0,200.0,2,3
2312,4,3,1,0,1013,30,45,30.0,60.0,20,230,0,2,12.0,0,130.0,0,52,0,17,15,1,6,2,6.0,0,50.0,80.0,8,1
517,4,3,0,0,995,121,18,18.0,18.0,20,360,0,8,21.0,0,160.0,0,43,0,17,15,1,8,2,6.5,0,50.0,80.0,10,2
936,4,0,0,0,353,27,13,13.0,13.0,20,730,0,1,22.0,0,150.0,0,45,0,17,15,4,2,2,6.0,0,60.0,150.0,10,3
5012,4,3,2,0,410,21,45,30.0,60.0,20,240,0,2,12.0,0,100.0,0,70,0,17,15,1,3,2,6.0,0,50.0,80.0,8,1
3067,4,3,0,0,68,3,45,30.0,60.0,20,110,0,8,10.5,0,155.0,0,36,0,17,15,6,3,2,8.0,2,60.0,200.0,2,2
4425,4,3,2,0,1303,34,9,9.0,9.0,20,165,0,2,8.5,0,110.0,0,30,0,17,31,6,6,8,6.0,13,60.0,200.0,8,0
3451,4,3,2,0,586,74,15,15.0,15.0,20,200,0,3,11.9,0,95.0,0,44,0,17,15,1,6,2,6.5,2,60.0,200.0,9,1
1995,4,3,0,0,226,65,12,12.0,12.0,20,145,0,2,11.0,0,110.0,0,43,0,17,61,6,2,2,6.5,0,50.0,80.0,5,1
4185,4,3,1,0,439,30,45,30.0,60.0,20,330,0,5,19.0,0,170.0,0,52,0,17,15,6,5,2,6.0,0,50.0,80.0,6,3
1301,4,3,0,0,100,27,6,6.0,6.0,20,1600,0,1,50.0,1,145.0,0,50,0,1,47,3,6,2,15.5,4,60.0,200.0,11,0
3288,4,3,0,0,865,3,45,30.0,60.0,20,220,0,2,13.0,0,160.0,0,50,0,17,15,6,8,2,11.0,0,50.0,80.0,5,2
6721,4,3,2,0,1090,34,45,30.0,60.0,20,220,0,1,4.5,0,105.0,0,68,0,17,15,6,3,0,6.0,0,50.0,80.0,6,3
2088,4,3,0,0,952,3,45,30.0,60.0,20,80,0,2,6.0,0,70.0,0,54,0,17,15,6,6,2,6.0,2,60.0,200.0,1,3
4094,4,3,2,0,1004,34,45,30.0,60.0,20,175,0,2,9.9,0,105.0,0,42,0,17,15,1,2,2,6.0,4,60.0,200.0,11,2
7140,4,3,2,0,1318,74,45,30.0,60.0,20,230,0,5,15.0,0,125.0,0,62,0,17,15,6,8,2,11.0,1,60.0,200.0,2,2
3835,4,0,2,0,282,63,20,20.0,20.0,20,990,0,2,18.5,0,660.0,0,76,0,1,79,2,3,2,15.0,13,60.0,200.0,11,3
776,4,3,0,0,1174,142,13,13.0,13.0,20,200,0,2,11.5,0,120.0,0,45,0,1,15,6,5,2,6.0,0,50.0,80.0,13,1
6,4,0,0,0,10,142,23,23.0,23.0,20,240,0,2,9.5,0,160.0,0,48,0,20,100,4,3,6,23.0,14,60.0,200.0,11,2
2222,4,3,1,0,980,30,45,30.0,60.0,20,220,0,2,16.3,0,105.0,0,74,0,17,15,1,4,2,6.0,0,60.0,150.0,13,0
4681,4,3,0,0,234,3,15,15.0,15.0,20,95,0,3,8.0,0,165.0,0,54,0,4,15,6,0,8,3.5,1,60.0,200.0,3,0
