,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
3913,4,3,0,0,89,3,14,14.0,14.0,20,260,0,3,11.5,0,530.0,0,38,0,6,31,2,2,2,8.5,9,80.0,200.0,13,0
3914,4,3,0,0,380,27,25,25.0,25.0,20,250,0,2,9.0,0,70.0,0,34,0,17,15,6,2,2,15.0,2,60.0,200.0,2,1
3915,4,3,6,0,185,71,20,20.0,20.0,20,240,0,2,12.0,0,145.0,0,36,0,17,15,6,7,8,6.5,10,70.0,200.0,1,1
3916,4,3,0,0,1225,142,75,60.0,90.0,20,540,0,3,11.5,0,130.0,0,23,0,20,15,3,0,6,9.0,15,70.0,200.0,11,3
3917,4,3,2,0,797,123,16,16.0,16.0,20,520,0,6,19.0,0,200.0,0,76,0,17,61,1,4,2,3.0,4,60.0,200.0,10,2
3918,4,3,10,0,721,62,25,25.0,25.0,20,230,0,1,10.0,0,75.0,0,49,0,17,15,6,8,11,6.0,10,70.0,200.0,7,1
3919,4,3,38,0,1308,47,75,60.0,90.0,20,230,0,8,15.0,0,60.0,0,50,0,17,15,6,4,9,6.0,2,60.0,200.0,2,2
3920,4,3,23,0,0,93,3,3.0,3.0,20,500,0,3,16.5,0,80.0,0,50,0,17,15,1,4,11,4.0,2,60.0,200.0,9,0
3921,4,3,0,0,298,27,9,9.0,9.0,20,170,0,2,11.5,0,110.0,0,36,0,17,15,1,3,2,6.5,0,60.0,150.0,13,1
3922,4,3,2,0,854,34,45,30.0,60.0,20,175,0,3,12.0,0,90.0,0,46,0,17,15,6,6,9,3.0,0,50.0,80.0,1,2
3923,4,3,2,0,903,34,45,30.0,60.0,20,170,0,3,9.0,0,85.0,0,72,0,17,15,6,8,2,4.5,4,60.0,200.0,10,3
