,TradePrice
38,20000000
1430,25000000
7905,15000000
4019,14000000
3259,32000000
4454,15000000
5379,9500000
6837,13000000
3379,280000000
5311,11000000
4704,40000000
7515,11000000
6145,15000000
3371,38000000
1865,12000000
3119,11000000
3446,25000000
3451,9500000
2898,9800000
5454,11000000
6169,210000000
7481,20000000
711,17000000
6876,12000000
136,36000000
5577,15000000
4120,39000000
823,15000000
4418,40000000
3923,13000000
2419,23000000
4505,22000000
3248,290000000
4541,29000000
1083,9500000
5891,20000000
2856,12000000
2086,30000000
7348,20000000
1852,14000000
6460,30000000
3961,30000000
5389,26000000
6782,50000000
6791,11000000
8546,16000000
6120,29000000
6472,11000000
5319,10000000
6175,16000000
6027,15000000
1686,10000000
690,11000000
5733,10000000
6159,13000000
2785,67000000
4991,10000000
6591,36000000
64,24000000
291,16000000
9776,32000000
4035,13000000
3724,27000000
2512,42000000
2653,19000000
1488,98000000
5402,22000000
642,15000000
2520,13000000
2388,9800000
2506,10000000
6572,30000000
4707,25000000
59,12000000
3417,18000000
1893,25000000
3161,15000000
4476,12000000
6637,9000000
5262,14000000
4962,33000000
6284,36000000
5423,22000000
5031,10000000
869,15000000
3386,42000000
9710,11000000
4468,10000000
7224,72000000
5388,10000000
2422,31000000
6639,60000000
437,23000000
489,14000000
5282,20000000
6015,25000000
1121,24000000
1006,10000000
4056,11000000
3035,11000000
2183,15000000
7329,12000000
7245,19000000
3082,22000000
3862,10000000
7220,22000000
466,34000000
5001,36000000
7062,42000000
9058,49000000
3132,25000000
7424,13000000
1117,24000000
6561,11000000
4578,10000000
6712,10000000
3217,11000000
7044,24000000
6646,12000000
2542,22000000
7327,27000000
74,19000000
3104,11000000
6213,530000000
8893,24000000
3982,10000000
624,26000000
9762,16000000
232,11000000
4675,16000000
2322,19000000
4714,16000000
4755,9300000
3508,34000000
5946,26000000
785,10000000
7852,36000000
6960,35000000
2227,18000000
109,14000000
731,35000000
4892,37000000
4593,19000000
1648,9800000
4634,12000000
2096,30000000
1195,62000000
2494,14000000
6152,14000000
1018,14000000
4475,27000000
4871,22000000
181,89000000
6477,9500000
5306,18000000
7265,15000000
9024,55000000
8782,15000000
1409,9300000
6258,11000000
7617,11000000
4099,60000000
546,24000000
535,28000000
1118,74000000
9498,9800000
4289,23000000
8085,22000000
2463,14000000
2116,13000000
5012,21000000
9965,9500000
3657,19000000
2623,14000000
9869,15000000
3448,28000000
7176,15000000
1345,21000000
1827,19000000
1296,26000000
8462,9800000
8713,28000000
5318,9800000
7677,18000000
6509,20000000
1039,11000000
4331,14000000
4836,10000000
8923,25000000
3042,10000000
68,56000000
3216,29000000
2707,26000000
2952,9200000
1702,12000000
4644,24000000
7124,25000000
1791,15000000
2576,20000000
569,25000000
2871,15000000
5160,18000000
8499,9000000
4044,15000000
1800,22000000
6357,10000000
2600,16000000
9648,13000000
4218,13000000
7868,18000000
3500,16000000
3495,15000000
6660,79000000
4211,16000000
2950,17000000
8241,23000000
5215,14000000
1982,23000000
5564,9500000
2074,41000000
5475,12000000
3315,16000000
8098,15000000
2915,14000000
1652,9000000
4585,25000000
5776,22000000
5270,18000000
5083,20000000
3137,26000000
5911,9000000
2810,14000000
6643,10000000
6060,9500000
1107,37000000
7776,10000000
89,85000000
1825,9500000
2293,21000000
1181,17000000
7940,20000000
9474,12000000
3340,16000000
2299,17000000
7163,11000000
9331,13000000
5621,10000000
8256,15000000
4013,15000000
286,11000000
5218,18000000
7019,30000000
2317,21000000
2098,29000000
421,11000000
9766,100000000
7734,22000000
3828,17000000
8451,10000000
1698,27000000
8841,15000000
7060,11000000
3563,26000000
9245,10000000
7308,27000000
8323,19000000
3970,68000000
1577,24000000
5309,18000000
2647,14000000
4139,25000000
6211,20000000
9945,14000000
4520,12000000
294,13000000
2608,22000000
8116,75000000
6510,23000000
1678,11000000
7031,9800000
8185,11000000
7008,12000000
9098,36000000
3893,34000000
7810,19000000
6386,22000000
9508,16000000
3007,11000000
6181,10000000
175,12000000
4119,23000000
3330,11000000
1446,20000000
7557,9400000
909,20000000
6772,18000000
2646,13000000
4966,21000000
6186,17000000
5826,32000000
6164,120000000
3804,580000000
951,13000000
3504,9000000
6768,27000000
4949,35000000
3949,16000000
9138,9000000
6279,9500000
4908,17000000
7284,9400000
549,9000000
858,33000000
6368,15000000
895,9500000
3015,28000000
3275,42000000
6079,11000000
9008,9200000
1143,18000000
3542,11000000
7495,10000000
8715,18000000
5857,170000000
5680,16000000
4448,17000000
7604,14000000
7321,16000000
6193,11000000
8447,27000000
2004,35000000
7305,23000000
5901,20000000
9012,13000000
5460,12000000
5583,22000000
9185,9800000
5751,14000000
8408,11000000
7562,20000000
2612,25000000
6649,9500000
7740,61000000
5371,420000000
6963,14000000
1215,27000000
2748,20000000
453,36000000
5091,14000000
4852,10000000
9540,13000000
5538,70000000
2676,25000000
3138,24000000
6698,11000000
1630,18000000
4946,38000000
3337,56000000
3735,16000000
1820,14000000
4398,13000000
5566,11000000
8961,9000000
2836,25000000
2586,20000000
3290,14000000
3838,11000000
8992,14000000
9015,12000000
8139,20000000
7333,28000000
2049,25000000
3915,23000000
6849,53000000
7042,35000000
5629,18000000
4543,27000000
1897,19000000
5918,30000000
7391,27000000
9633,41000000
2747,27000000
2683,40000000
5948,10000000
4309,11000000
8578,9000000
2262,14000000
5979,28000000
137,38000000
1708,15000000
4402,26000000
5323,95000000
4731,22000000
499,13000000
3307,21000000
4006,18000000
8485,9100000
9608,17000000
3664,62000000
3520,20000000
4198,34000000
7003,34000000
4710,23000000
4558,44000000
480,17000000
2999,12000000
6744,39000000
4990,28000000
296,23000000
7261,300000000
5154,9000000
6451,29000000
6871,26000000
3079,14000000
3806,24000000
8605,16000000
7065,13000000
1124,28000000
4377,11000000
5171,10000000
5973,16000000
1660,41000000
7256,21000000
8292,35000000
4382,19000000
1251,13000000
8269,13000000
694,22000000
3501,9700000
7108,12000000
1880,18000000
7113,17000000
8097,9500000
7867,14000000
3081,17000000
3309,24000000
106,19000000
6751,11000000
3365,79000000
5717,12000000
4047,18000000
6168,220000000
8797,11000000
7542,14000000
3589,18000000
540,10000000
334,23000000
358,19000000
3475,89000000
1209,74000000
678,14000000
6617,19000000
2991,71000000
1983,20000000
5421,15000000
3593,22000000
6685,47000000
257,17000000
6917,15000000
176,12000000
1924,24000000
1675,10000000
2266,10000000
10009,24000000
2482,17000000
797,12000000
1868,9000000
3947,14000000
245,21000000
3274,36000000
2062,16000000
6064,11000000
1044,20000000
9717,27000000
7648,20000000
7381,17000000
2661,16000000
6940,34000000
3760,15000000
8671,27000000
5758,9000000
2537,15000000
878,24000000
1480,14000000
4474,18000000
1353,21000000
4661,23000000
4542,21000000
1894,18000000
6485,15000000
4445,24000000
7642,23000000
3403,20000000
1314,22000000
6690,13000000
4933,48000000
8940,9800000
6173,13000000
8496,14000000
7500,17000000
1177,12000000
8049,9600000
2691,39000000
9542,25000000
1344,34000000
877,21000000
4463,18000000
5935,12000000
1312,22000000
4694,22000000
5781,31000000
66,17000000
3534,10000000
1230,19000000
6976,12000000
1322,25000000
582,38000000
5834,11000000
6595,22000000
4705,33000000
7257,9500000
2930,18000000
1473,35000000
4848,23000000
6636,26000000
7389,14000000
263,30000000
1828,20000000
8795,14000000
2012,14000000
7413,11000000
5185,62000000
4479,27000000
5116,38000000
1685,20000000
1497,9600000
1729,32000000
3360,15000000
5640,21000000
6056,17000000
6610,20000000
6899,9900000
1766,40000000
5813,14000000
4123,10000000
3600,10000000
7005,12000000
6614,16000000
6687,16000000
5927,20000000
6122,14000000
4789,14000000
3316,9600000
2738,19000000
2264,12000000
3412,12000000
813,19000000
4048,19000000
2158,12000000
3017,14000000
5483,18000000
9387,20000000
7468,10000000
4803,32000000
8395,24000000
4838,13000000
8479,14000000
5972,15000000
5963,14000000
4483,12000000
2735,11000000
1516,20000000
6831,13000000
8156,24000000
4529,18000000
1965,31000000
5312,26000000
4763,10000000
9318,16000000
1468,17000000
2844,18000000
7626,10000000
7360,14000000
4596,12000000
7703,45000000
4131,12000000
3354,19000000
2715,21000000
7664,9200000
5133,40000000
2429,28000000
4544,32000000
2444,20000000
4615,10000000
7441,20000000
5265,19000000
5866,13000000
2355,19000000
3772,19000000
5394,21000000
6511,16000000
2222,23000000
5222,33000000
801,34000000
1787,12000000
2686,35000000
8184,16000000
660,24000000
2193,20000000
9969,14000000
9404,16000000
1055,20000000
6196,12000000
8910,11000000
4400,15000000
9510,16000000
6219,15000000
180,16000000
1618,12000000
2057,24000000
3877,20000000
1410,44000000
4531,85000000
7230,10000000
8773,22000000
7025,30000000
8821,11000000
9661,14000000
2671,10000000
766,58000000
1082,25000000
8364,14000000
5987,130000000
2982,24000000
6287,18000000
7806,16000000
6822,13000000
1057,10000000
7099,24000000
6894,20000000
7473,24000000
5771,27000000
4882,9000000
2971,20000000
5493,9000000
7937,18000000
3754,20000000
8161,16000000
6393,17000000
5699,17000000
9738,11000000
912,16000000
5232,30000000
323,12000000
3751,46000000
7460,20000000
6999,9000000
7475,29000000
4568,48000000
1056,12000000
4969,28000000
3039,28000000
1571,28000000
8404,24000000
1529,17000000
104,18000000
4471,28000000
4639,23000000
4477,26000000
4573,14000000
7753,240000000
4012,20000000
3526,9000000
5727,17000000
717,13000000
290,32000000
7206,25000000
7316,10000000
3821,35000000
4506,25000000
3172,39000000
2634,29000000
719,50000000
1259,10000000
3562,36000000
7701,13000000
2414,20000000
2881,18000000
1100,38000000
6102,15000000
9249,20000000
9554,50000000
8985,15000000
9342,14000000
7477,23000000
3524,45000000
795,16000000
1998,25000000
7854,11000000
4449,30000000
6182,12000000
9813,12000000
9851,9800000
6320,26000000
5197,14000000
8988,50000000
6267,13000000
9878,12000000
3474,120000000
6097,16000000
8657,34000000
7249,210000000
8676,11000000
7143,10000000
1304,21000000
1704,26000000
9744,12000000
7514,39000000
4245,24000000
2651,21000000
8794,16000000
1381,20000000
6390,17000000
3867,28000000
4457,18000000
224,25000000
698,15000000
8095,14000000
6746,15000000
8712,34000000
57,36000000
7732,11000000
7767,15000000
7763,120000000
4372,22000000
7277,11000000
3892,28000000
8844,24000000
2122,9500000
5958,16000000
9675,10000000
566,32000000
1683,18000000
5931,10000000
914,20000000
6955,18000000
1335,25000000
8650,42000000
1658,16000000
8607,33000000
8075,25000000
6323,27000000
1622,11000000
6214,16000000
1108,22000000
2381,18000000
3661,28000000
4429,18000000
4921,14000000
8527,36000000
2006,14000000
2727,15000000
202,49000000
1470,25000000
2326,61000000
8827,15000000
8149,13000000
8473,9800000
9195,14000000
7181,24000000
8484,18000000
273,26000000
9462,16000000
298,68000000
4423,23000000
269,12000000
1200,12000000
945,16000000
7039,12000000
675,16000000
6536,9000000
5045,27000000
237,13000000
4802,43000000
1808,16000000
7704,16000000
4801,14000000
6039,44000000
6165,54000000
1283,32000000
7649,20000000
1293,50000000
5921,30000000
6406,11000000
2757,22000000
8562,11000000
2365,18000000
3236,12000000
6068,9000000
6434,19000000
899,24000000
6127,27000000
6859,25000000
4719,95000000
7098,16000000
3189,22000000
5315,15000000
382,9000000
3635,14000000
4297,17000000
6611,31000000
7875,10000000
6410,13000000
9447,10000000
3822,29000000
1980,15000000
2255,19000000
7916,90000000
127,20000000
4114,16000000
649,23000000
1768,23000000
3311,18000000
4161,20000000
407,20000000
1061,14000000
1004,11000000
4075,30000000
7555,15000000
8664,16000000
210,17000000
4837,26000000
4971,59000000
842,120000000
7938,15000000
847,23000000
4329,13000000
657,51000000
2585,9500000
3459,62000000
3570,12000000
2667,25000000
3726,13000000
5951,14000000
7081,24000000
9884,9500000
1099,44000000
2367,10000000
1883,37000000
2771,18000000
1725,18000000
6733,15000000
7225,23000000
799,17000000
7887,100000000
2030,24000000
5337,17000000
2593,17000000
1890,23000000
7800,14000000
8117,38000000
2756,16000000
5003,19000000
8846,29000000
1956,14000000
6356,11000000
7049,20000000
7720,11000000
7689,12000000
9231,14000000
3436,32000000
5630,120000000
8263,10000000
3432,18000000
5534,29000000
9906,19000000
6427,20000000
2595,11000000
1170,67000000
6350,9500000
1076,30000000
1540,20000000
2980,32000000
3993,18000000
4912,17000000
6505,20000000
887,22000000
8428,9000000
6654,12000000
5596,21000000
2117,21000000
3778,12000000
3109,45000000
8815,25000000
8759,50000000
5681,24000000
4748,15000000
7721,19000000
7678,15000000
2407,9900000
1767,10000000
8840,37000000
5325,10000000
9345,14000000
4276,14000000
643,9800000
498,42000000
8802,11000000
9386,24000000
5865,12000000
1281,11000000
310,22000000
8544,14000000
149,33000000
5593,10000000
1738,21000000
6235,31000000
5691,18000000
520,28000000
5767,13000000
5226,20000000
92,39000000
4591,15000000
208,35000000
7161,17000000
4105,20000000
7770,13000000
3716,29000000
4842,52000000
5760,16000000
5803,23000000
7692,17000000
3276,20000000
5777,21000000
9344,13000000
9835,16000000
5196,20000000
6945,12000000
6817,13000000
15,10000000
2569,45000000
4202,30000000
3552,42000000
2868,12000000
6526,25000000
9565,17000000
8239,21000000
2965,9500000
6479,62000000
9460,9000000
4192,24000000
3433,20000000
8606,16000000
7466,16000000
2281,39000000
6589,33000000
5863,15000000
637,14000000
3909,27000000
8409,14000000
5149,20000000
6256,20000000
6674,16000000
3848,21000000
7728,35000000
8282,12000000
9244,17000000
3182,20000000
9635,9000000
8178,15000000
6415,16000000
6059,20000000
5663,15000000
523,17000000
4092,17000000
732,9600000
5427,12000000
6507,11000000
6832,14000000
3033,38000000
3981,18000000
2829,24000000
7585,17000000
7283,13000000
178,28000000
7730,11000000
254,11000000
5950,13000000
5949,19000000
1307,29000000
9981,19000000
5030,20000000
7787,9300000
3882,19000000
4384,25000000
1786,26000000
3868,10000000
9955,11000000
3047,12000000
7913,52000000
7742,48000000
1921,14000000
6989,10000000
2731,21000000
2998,15000000
1680,25000000
9669,19000000
8594,15000000
7149,17000000
570,17000000
343,9500000
699,140000000
2887,12000000
6937,14000000
7603,26000000
8192,10000000
4362,35000000
2392,15000000
3004,18000000
2467,12000000
9808,13000000
140,17000000
2787,9000000
2111,25000000
8511,9000000
7573,35000000
3041,28000000
1985,15000000
5192,43000000
856,26000000
5271,12000000
1191,22000000
1741,18000000
6469,9000000
6144,39000000
9045,14000000
3094,18000000
4172,35000000
1984,16000000
2312,18000000
6900,13000000
8236,12000000
8762,15000000
4415,30000000
6174,16000000
3810,140000000
2925,15000000
2914,10000000
2590,22000000
577,27000000
5210,24000000
8513,26000000
7716,24000000
3587,10000000
4232,12000000
1192,21000000
10001,130000000
4720,39000000
1534,23000000
1856,29000000
261,62000000
1824,54000000
6047,17000000
3588,15000000
6716,9000000
7024,10000000
7876,40000000
3693,41000000
5645,11000000
5933,16000000
1867,36000000
3430,29000000
7151,11000000
8277,9100000
5670,12000000
4936,16000000
501,26000000
3987,11000000
5886,20000000
2259,20000000
3968,31000000
7195,23000000
8250,9000000
4856,13000000
142,55000000
4074,18000000
4204,33000000
2320,20000000
2811,9300000
7095,27000000
7748,15000000
2909,14000000
3550,31000000
3769,24000000
615,25000000
3614,16000000
6794,16000000
6054,20000000
2697,21000000
4290,24000000
976,20000000
400,10000000
2730,13000000
332,12000000
6078,14000000
1707,15000000
4790,28000000
6147,40000000
2423,16000000
6533,13000000
5952,9000000
8596,17000000
4497,15000000
1315,13000000
8871,12000000
3265,16000000
4659,15000000
5267,17000000
4173,65000000
5203,51000000
7627,21000000
6121,11000000
4324,14000000
3576,9600000
1972,10000000
6010,18000000
2180,26000000
215,25000000
2745,9000000
3569,11000000
4180,50000000
796,17000000
5258,19000000
3338,16000000
5628,15000000
9286,20000000
8386,29000000
8772,220000000
6567,39000000
721,31000000
9617,14000000
5968,26000000
4958,35000000
7063,9000000
9910,26000000
5539,10000000
7279,15000000
7480,20000000
6559,24000000
5725,12000000
3630,15000000
9827,12000000
3026,12000000
3438,28000000
9469,22000000
3713,49000000
461,30000000
4501,30000000
5897,13000000
1298,45000000
3578,33000000
7293,19000000
6904,120000000
1541,11000000
6661,49000000
4195,15000000
6489,14000000
3044,16000000
3237,10000000
158,17000000
5255,11000000
8982,26000000
5816,12000000
4378,26000000
1119,36000000
8595,11000000
9382,20000000
7068,15000000
4794,11000000
3789,210000000
2632,19000000
5789,9900000
6995,9000000
616,11000000
125,13000000
790,15000000
4181,35000000
1437,22000000
2276,73000000
4421,43000000
4007,20000000
5216,54000000
9647,13000000
9907,45000000
769,24000000
3257,9800000
605,14000000
1063,19000000
740,14000000
7517,16000000
7193,14000000
5142,10000000
3870,50000000
7056,11000000
9350,16000000
3362,94000000
5766,15000000
921,27000000
9899,11000000
1343,160000000
6959,10000000
1525,36000000
5266,16000000
7274,23000000
7507,17000000
1123,26000000
3204,14000000
3116,40000000
1266,9000000
2948,12000000
9833,27000000
1578,1100000000
2411,12000000
3747,9800000
4,40000000
3346,10000000
8775,9900000
3297,9500000
7469,13000000
2321,43000000
6642,12000000
1763,9600000
129,15000000
70,16000000
6913,16000000
2243,19000000
8342,20000000
2473,45000000
1302,25000000
316,15000000
274,14000000
9634,28000000
3298,11000000
6111,20000000
3057,22000000
7015,16000000
7207,25000000
4525,23000000
6773,23000000
5745,23000000
810,16000000
6750,10000000
8356,16000000
3199,14000000
644,23000000
4595,17000000
1710,16000000
4521,23000000
5435,19000000
6331,34000000
1252,26000000
1198,30000000
3279,19000000
5516,9000000
7208,11000000
5718,16000000
7272,20000000
5101,12000000
1190,26000000
8278,43000000
4515,22000000
1338,20000000
5441,14000000
3283,19000000
9934,11000000
1977,26000000
5575,11000000
139,51000000
7794,11000000
2594,27000000
4604,12000000
1557,19000000
7533,14000000
7128,20000000
1721,19000000
5062,20000000
4390,14000000
8320,15000000
3842,25000000
5763,9200000
7635,14000000
302,11000000
1912,13000000
9555,170000000
7896,18000000
1454,9000000
1562,19000000
29,14000000
4583,13000000
8749,21000000
6220,13000000
3694,380000000
5343,45000000
7874,16000000
8349,18000000
8155,9100000
3318,22000000
2240,24000000
7667,12000000
7893,32000000
6154,16000000
9814,12000000
1878,11000000
7548,9200000
561,26000000
3697,12000000
4775,9800000
1659,28000000
6731,23000000
9732,15000000
7622,11000000
3855,33000000
4737,18000000
745,10000000
8415,11000000
2859,18000000
6780,16000000
6823,13000000
5419,30000000
2985,23000000
3598,13000000
8951,20000000
8553,13000000
7778,25000000
805,18000000
7676,10000000
414,21000000
6378,15000000
3927,10000000
5740,67000000
1297,17000000
9108,14000000
1661,26000000
4742,19000000
7509,15000000
2486,9000000
6979,11000000
2654,9000000
4536,41000000
5856,12000000
7504,18000000
7340,12000000
354,9300000
5872,30000000
9054,33000000
2054,22000000
5464,21000000
7646,22000000
5964,14000000
6616,17000000
5817,13000000
2179,12000000
1844,14000000
7105,10000000
1986,18000000
1221,44000000
2159,10000000
5563,25000000
5662,17000000
4267,12000000
2552,9000000
7883,28000000
7501,9300000
5748,19000000
5228,39000000
7035,20000000
1122,28000000
6544,34000000
1042,16000000
3740,15000000
8515,22000000
7422,17000000
1757,32000000
6543,18000000
7248,34000000
5540,25000000
5453,20000000
3469,12000000
2496,18000000
445,28000000
4046,35000000
7592,11000000
2854,24000000
1260,23000000
2614,15000000
7489,19000000
9657,35000000
1846,13000000
6686,12000000
6401,16000000
3645,30000000
5220,19000000
2456,12000000
1001,11000000
1184,24000000
270,11000000
7988,11000000
4132,12000000
2119,21000000
6291,14000000
9256,9000000
3540,31000000
3791,19000000
727,38000000
2841,43000000
656,110000000
9468,19000000
2197,28000000
3916,36000000
7711,17000000
8714,15000000
3385,14000000
279,22000000
1635,34000000
8559,480000000
1116,37000000
1653,14000000
5143,22000000
6110,28000000
7387,32000000
9217,10000000
1086,23000000
1258,19000000
7280,19000000
1363,17000000
8836,43000000
4841,9800000
3358,15000000
591,30000000
7244,16000000
1429,11000000
846,250000000
5036,15000000
5985,9500000
8592,13000000
3392,12000000
1172,300000000
1903,9000000
1701,16000000
3558,36000000
8879,14000000
5773,11000000
1754,15000000
6727,14000000
3292,25000000
7168,32000000
6345,19000000
2318,19000000
7990,86000000
7939,19000000
3197,9000000
9259,13000000
2958,10000000
7241,19000000
9113,9600000
1695,120000000
3888,10000000
4319,11000000
356,10000000
8418,50000000
3994,14000000
9688,12000000
2430,47000000
4865,52000000
2550,21000000
4300,11000000
8600,12000000
7571,34000000
3001,51000000
1772,17000000
9118,14000000
6738,18000000
4906,18000000
5098,25000000
6299,91000000
7484,15000000
6588,600000000
1842,27000000
568,14000000
1781,10000000
7127,19000000
4739,20000000
1441,17000000
9775,18000000
4857,13000000
7628,20000000
2056,40000000
2068,31000000
1255,20000000
1838,9800000
7440,9500000
6151,82000000
7685,25000000
1633,16000000
7933,17000000
2298,34000000
3227,12000000
2362,20000000
2182,29000000
4417,11000000
192,21000000
5546,17000000
4923,27000000
8847,23000000
1452,55000000
2177,12000000
4000,9000000
8643,11000000
1885,10000000
2994,16000000
4493,21000000
855,13000000
1672,13000000
3913,15000000
2019,15000000
1726,21000000
3774,13000000
618,9600000
110,25000000
865,26000000
742,14000000
2562,25000000
5491,85000000
6001,10000000
9660,15000000
1565,10000000
389,9800000
9193,13000000
108,16000000
138,22000000
4613,13000000
2044,13000000
5942,10000000
3590,22000000
3808,31000000
7050,17000000
1812,20000000
3254,12000000
859,18000000
2988,11000000
1132,9500000
8112,22000000
2305,33000000
1576,36000000
6619,17000000
8476,13000000
434,16000000
3744,34000000
1180,20000000
7849,24000000
4428,13000000
7125,12000000
2630,25000000
37,22000000
4504,22000000
1696,20000000
3331,15000000
9271,11000000
1567,37000000
978,30000000
4296,36000000
8105,15000000
5078,22000000
2090,18000000
5470,29000000
243,25000000
1333,33000000
1669,11000000
5205,11000000
1563,11000000
9041,14000000
6298,9500000
7250,15000000
8799,65000000
5780,15000000
2077,36000000
5463,39000000
2706,17000000
3353,12000000
3415,15000000
6692,9500000
3506,17000000
803,18000000
6628,27000000
8136,18000000
8187,18000000
9480,10000000
3408,18000000
4887,35000000
6564,25000000
1233,16000000
8938,23000000
2450,9500000
8489,28000000
4631,9200000
8998,28000000
4349,17000000
6982,13000000
5587,14000000
2341,18000000
1010,12000000
1102,30000000
5100,16000000
2099,22000000
1945,22000000
691,16000000
164,25000000
8416,14000000
3443,25000000
4117,110000000
5009,25000000
258,13000000
9167,9600000
2857,47000000
6282,14000000
3262,63000000
734,30000000
2876,11000000
816,17000000
6400,19000000
5861,13000000
6037,37000000
7079,26000000
2522,13000000
5136,22000000
7414,27000000
4688,19000000
3503,12000000
8043,9800000
5752,15000000
8314,24000000
3509,19000000
838,15000000
6374,18000000
2765,9300000
1090,15000000
3086,22000000
187,30000000
3389,48000000
280,33000000
1612,12000000
9464,17000000
8937,11000000
26,11000000
4373,48000000
5925,19000000
6449,14000000
5184,18000000
7442,27000000
7186,20000000
1498,15000000
5199,17000000
7337,15000000
1206,18000000
6058,13000000
8754,9000000
7443,26000000
5916,38000000
996,13000000
6973,19000000
9651,16000000
7228,35000000
2539,16000000
7234,16000000
6161,25000000
3895,11000000
8054,13000000
4917,13000000
7680,13000000
1941,13000000
459,12000000
925,23000000
8787,11000000
2236,20000000
5025,14000000
2957,17000000
3827,12000000
4158,27000000
8648,34000000
5064,10000000
7313,14000000
4496,11000000
3324,13000000
3107,32000000
7726,35000000
3672,26000000
9752,29000000
3783,21000000
1182,25000000
465,30000000
9213,13000000
5452,14000000
5615,13000000
2217,21000000
2470,19000000
8978,20000000
7271,20000000
5975,20000000
2863,20000000
9028,38000000
6003,15000000
1231,19000000
330,12000000
6318,140000000
5235,19000000
3174,23000000
2568,35000000
3683,15000000
2598,17000000
4769,12000000
1008,15000000
2499,15000000
162,17000000
399,20000000
8699,12000000
5467,22000000
2631,29000000
6341,10000000
6640,50000000
4214,21000000
6270,34000000
4753,33000000
1761,19000000
3312,30000000
3620,10000000
1642,12000000
944,17000000
6006,9800000
8945,16000000
1465,18000000
3768,14000000
8171,13000000
8661,9800000
8877,21000000
1676,15000000
3133,16000000
6109,32000000
6739,17000000
4849,22000000
2932,15000000
9051,14000000
8552,9500000
4905,16000000
1699,14000000
2961,11000000
4824,24000000
906,12000000
5831,14000000
6483,24000000
2833,21000000
7717,9300000
2477,16000000
5716,12000000
4774,13000000
4166,50000000
4110,11000000
6580,25000000
98,19000000
1374,15000000
8583,20000000
4627,10000000
5014,13000000
8344,20000000
2556,88000000
8210,13000000
8134,32000000
3533,35000000
6802,19000000
4067,16000000
5280,21000000
5334,14000000
3231,9500000
5828,24000000
862,15000000
5666,30000000
3440,34000000
902,9900000
5500,30000000
7242,19000000
3989,19000000
198,23000000
8878,11000000
2716,19000000
6954,14000000
2638,12000000
7597,32000000
5696,16000000
5153,19000000
666,120000000
6800,100000000
2475,20000000
2584,14000000
3287,10000000
4527,16000000
5440,22000000
1197,26000000
6464,9400000
8296,30000000
4715,20000000
144,35000000
1594,26000000
9551,20000000
8001,9000000
2471,30000000
2413,49000000
2484,11000000
2363,12000000
854,24000000
3179,22000000
4607,9300000
7116,13000000
7793,10000000
2700,15000000
4140,12000000
505,30000000
151,12000000
5992,25000000
9300,12000000
5700,130000000
794,16000000
6761,11000000
8502,9200000
2551,18000000
8199,9000000
5151,22000000
4367,18000000
3835,55000000
1539,340000000
4337,14000000
3246,33000000
8658,12000000
4186,61000000
2583,30000000
1456,12000000
7090,18000000
3708,14000000
8312,17000000
6881,21000000
9027,25000000
2597,18000000
9438,30000000
2024,11000000
6334,33000000
4146,1300000000
1288,22000000
8508,16000000
5774,12000000
7030,11000000
7619,21000000
2229,19000000
4167,54000000
83,21000000
7641,28000000
3962,16000000
5281,20000000
5087,16000000
6626,22000000
5074,20000000
1036,21000000
8478,17000000
2931,33000000
9781,13000000
3194,19000000
726,20000000
3863,12000000
7404,33000000
2505,20000000
5619,17000000
3267,15000000
8608,10000000
2580,18000000
6980,30000000
3426,35000000
8083,26000000
8939,10000000
4682,19000000
6382,13000000
8771,31000000
7164,46000000
5688,92000000
2348,11000000
6880,25000000
3674,26000000
8554,17000000
2386,23000000
1104,37000000
7317,12000000
8986,12000000
7320,17000000
6651,22000000
753,19000000
4264,11000000
9977,11000000
1301,33000000
2674,41000000
931,47000000
1261,15000000
1347,47000000
4256,15000000
5537,12000000
9589,14000000
2123,31000000
2842,15000000
2088,14000000
2020,13000000
509,95000000
2953,31000000
957,66000000
1595,11000000
5978,26000000
1136,20000000
2526,38000000
4157,140000000
7,110000000
374,34000000
3273,27000000
6888,26000000
1730,31000000
8023,9000000
3577,11000000
6684,15000000
5784,21000000
6664,24000000
6700,9000000
2514,10000000
6296,15000000
9804,9800000
908,53000000
4759,200000000
1475,23000000
6371,73000000
3796,36000000
4557,18000000
209,14000000
2189,17000000
4399,16000000
2324,15000000
7554,19000000
1127,200000000
8728,21000000
6804,35000000
4845,18000000
4223,33000000
7395,17000000
4029,9800000
4407,26000000
9323,20000000
5940,13000000
6729,14000000
1406,11000000
3350,15000000
9381,27000000
1359,9500000
1806,11000000
9523,14000000
2033,13000000
5476,35000000
5693,15000000
3609,11000000
5522,32000000
10019,9100000
4185,28000000
2940,20000000
5383,40000000
2504,16000000
2351,9800000
5381,120000000
2543,21000000
5706,21000000
4315,9000000
172,15000000
5694,15000000
2847,130000000
7034,15000000
7129,14000000
4282,200000000
1771,16000000
4729,230000000
9642,13000000
688,11000000
1280,10000000
4255,12000000
7139,17000000
5400,9500000
114,16000000
135,13000000
5089,26000000
2396,42000000
6795,13000000
5447,17000000
1847,13000000
4470,53000000
6202,10000000
1785,26000000
1770,52000000
288,17000000
9581,10000000
268,45000000
351,23000000
8305,11000000
5966,17000000
204,19000000
4205,38000000
155,31000000
1210,29000000
6862,21000000
6403,16000000
398,17000000
3127,20000000
7647,13000000
1863,23000000
9171,10000000
2204,12000000
6090,27000000
7860,14000000
9026,27000000
6525,210000000
5756,33000000
733,25000000
