,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
8074,4,3,9,0,1317,126,6,6.0,6.0,20,165,0,6,17.0,0,195.0,0,38,0,17,15,3,4,7,7.0,15,70.0,200.0,10,1
9676,4,3,20,0,1237,41,75,60.0,90.0,20,530,0,6,16.0,0,145.0,0,35,0,17,15,6,6,7,11.0,10,70.0,200.0,2,0
5982,4,3,4,0,1184,20,105,90.0,120.0,20,100,0,6,9.5,0,100.0,0,76,0,17,100,5,2,7,7.0,10,70.0,200.0,9,1
7960,4,3,4,0,848,8,45,30.0,60.0,20,860,0,3,24.0,0,130.0,0,47,0,17,105,6,5,2,2.5,10,70.0,200.0,5,0
990,4,3,0,0,370,89,19,19.0,19.0,20,450,0,6,26.0,0,175.0,0,31,0,17,15,3,6,2,6.5,2,60.0,200.0,11,0
5808,4,3,3,0,905,66,105,90.0,120.0,20,195,0,3,10.0,0,160.0,0,28,0,17,47,4,5,2,5.5,10,70.0,200.0,10,0
8994,4,3,25,0,275,71,45,30.0,60.0,20,260,0,2,15.1,0,170.0,0,37,0,17,15,3,7,11,6.0,0,50.0,80.0,9,2
1016,4,0,0,0,368,89,9,9.0,9.0,20,420,0,3,15.0,0,120.0,0,15,0,17,110,3,4,7,15.5,5,60.0,200.0,10,2
3404,4,3,2,0,586,74,45,30.0,60.0,20,680,0,1,35.0,0,420.0,0,36,0,17,49,1,7,9,4.0,0,50.0,80.0,11,3
7924,4,3,4,0,52,20,16,16.0,16.0,20,310,0,3,19.0,0,105.0,0,16,0,17,15,6,4,8,2.5,0,50.0,80.0,6,1
9680,4,3,27,0,183,44,2,2.0,2.0,20,125,0,3,8.0,0,165.0,0,76,0,20,15,6,7,11,7.0,6,80.0,400.0,6,3
9290,4,3,21,0,1173,80,14,14.0,14.0,20,280,0,3,7.0,0,120.0,0,42,0,17,15,6,6,11,12.0,2,60.0,200.0,4,2
5022,4,3,1,0,1121,30,45,30.0,60.0,20,230,0,3,14.0,0,110.0,0,29,0,17,15,6,0,8,4.0,15,70.0,200.0,7,3
5474,4,0,2,0,797,76,2,2.0,2.0,20,135,0,8,11.4,0,90.0,0,58,0,17,15,4,2,7,11.0,2,60.0,200.0,9,1
8031,4,3,4,0,300,20,15,15.0,15.0,20,200,0,5,14.0,0,165.0,0,23,0,17,44,6,8,2,5.0,0,50.0,80.0,6,3
8441,4,3,18,0,878,108,8,8.0,8.0,20,250,0,1,28.5,0,85.0,0,23,0,17,15,6,4,7,12.0,2,60.0,200.0,9,1
4867,4,3,1,0,627,31,5,5.0,5.0,20,250,0,1,24.5,0,150.0,0,24,0,17,15,6,8,2,10.0,3,60.0,200.0,6,1
9280,4,3,21,0,1045,140,10,10.0,10.0,20,110,0,2,9.0,0,115.0,0,30,0,17,93,6,3,7,7.5,10,70.0,200.0,4,1
6016,4,0,4,0,48,20,2,2.0,2.0,20,310,0,3,18.5,0,2000.0,1,24,0,2,98,3,3,7,15.0,6,80.0,400.0,11,2
6407,4,3,4,0,814,20,75,60.0,90.0,20,510,0,3,18.0,0,70.0,0,33,0,17,100,3,7,9,5.0,10,70.0,200.0,10,2
9990,4,3,38,0,473,23,75,60.0,90.0,20,230,0,2,10.5,0,90.0,0,30,0,17,15,6,6,8,4.0,9,80.0,200.0,2,2
5511,4,3,2,0,784,123,75,60.0,90.0,20,1100,0,5,32.0,0,185.0,0,26,0,17,15,3,0,2,6.0,15,60.0,200.0,12,1
4051,4,3,2,0,993,112,4,4.0,4.0,20,50,0,3,6.9,0,40.0,0,76,0,17,47,1,6,2,8.0,6,80.0,400.0,9,3
7878,4,3,2,0,838,63,75,60.0,90.0,20,125,0,3,9.5,0,75.0,0,29,0,17,15,6,3,2,4.0,15,60.0,200.0,1,1
7952,4,3,4,0,848,8,45,30.0,60.0,20,370,0,2,27.5,0,170.0,0,33,0,17,93,6,7,2,4.5,10,70.0,200.0,6,0
7819,4,3,4,0,1187,20,24,24.0,24.0,20,200,0,2,12.0,0,55.0,0,37,0,17,15,6,4,8,6.5,0,50.0,80.0,6,1
5328,4,0,2,0,85,34,15,15.0,15.0,20,55,0,3,7.0,0,100.0,0,0,1,17,98,4,7,7,8.5,6,80.0,400.0,9,2
7975,4,3,4,0,540,80,105,90.0,120.0,20,280,0,1,25.0,0,105.0,0,37,0,17,15,6,6,2,10.5,10,70.0,200.0,6,0
8519,4,3,20,0,513,41,45,30.0,60.0,20,240,0,5,16.0,0,115.0,0,34,0,17,15,3,2,11,6.0,10,70.0,200.0,12,1
9694,4,3,27,0,0,44,75,60.0,90.0,20,230,0,1,10.0,0,120.0,0,18,0,17,105,6,2,11,10.0,10,70.0,200.0,6,0
1176,4,3,0,0,527,0,10,10.0,10.0,20,130,0,2,9.5,0,70.0,0,31,0,17,15,3,3,2,6.0,0,50.0,80.0,13,0
7385,4,3,2,0,797,76,10,10.0,10.0,20,95,0,3,13.0,0,230.0,0,0,1,6,47,6,7,2,6.0,2,60.0,200.0,5,3
1271,4,3,0,0,1246,3,18,18.0,18.0,20,250,0,3,14.6,0,65.0,0,17,0,17,15,6,6,2,3.0,4,60.0,200.0,4,2
9379,4,3,20,0,499,41,6,6.0,6.0,20,130,0,5,11.0,0,60.0,0,15,0,17,15,6,5,11,5.5,5,60.0,200.0,6,1
2840,4,3,0,0,1353,3,45,30.0,60.0,20,50,0,5,6.0,0,55.0,0,32,0,17,15,6,5,2,3.0,5,60.0,200.0,6,2
7679,4,3,7,0,1372,120,45,30.0,60.0,20,230,0,8,14.0,0,160.0,0,27,0,17,15,3,3,8,3.0,9,80.0,200.0,8,3
8406,4,0,18,0,740,108,9,9.0,9.0,20,85,0,5,9.0,0,50.0,0,76,0,17,98,4,2,7,7.5,6,80.0,400.0,9,2
9085,4,3,27,0,0,106,6,6.0,6.0,20,190,0,6,17.0,0,95.0,0,33,0,17,15,1,2,11,5.0,10,70.0,200.0,11,2
2967,4,3,1,0,569,11,12,12.0,12.0,20,175,0,3,9.0,0,140.0,0,25,0,17,45,6,3,2,6.5,0,50.0,80.0,9,0
9691,4,3,27,0,0,106,105,90.0,120.0,20,2000,1,3,41.0,0,135.0,0,47,0,17,15,6,4,11,5.5,10,70.0,200.0,6,3
1871,4,3,1,0,957,137,6,6.0,6.0,20,190,0,6,21.0,0,45.0,0,47,0,17,15,3,5,2,6.0,15,70.0,200.0,11,3
9247,4,3,10,0,442,62,45,30.0,60.0,20,120,0,3,8.5,0,65.0,0,76,0,20,15,6,8,11,7.0,10,70.0,200.0,7,1
5835,4,3,3,0,532,66,11,11.0,11.0,20,100,0,2,13.0,0,80.0,0,10,0,17,15,3,7,2,4.0,1,60.0,200.0,12,1
9083,4,0,27,0,0,106,2,2.0,2.0,20,160,0,2,9.5,0,370.0,0,34,0,6,47,5,8,11,6.0,6,80.0,400.0,11,2
3428,4,0,2,0,586,74,19,19.0,19.0,20,30,0,3,3.2,0,25.0,0,76,0,17,100,5,3,2,3.0,6,80.0,400.0,9,2
4629,4,3,2,0,1089,21,45,30.0,60.0,20,220,0,8,19.0,0,160.0,0,35,0,17,15,6,2,8,5.0,1,60.0,200.0,8,0
8169,4,3,10,0,721,62,16,16.0,16.0,20,120,0,2,9.0,0,10.0,0,13,0,20,110,3,5,11,8.0,2,60.0,200.0,11,1
8067,4,3,9,0,1325,28,45,30.0,60.0,20,370,0,8,20.0,0,220.0,0,15,0,17,43,1,5,7,6.0,15,70.0,200.0,11,2
9069,4,3,27,0,184,44,6,6.0,6.0,20,200,0,2,9.0,0,95.0,0,17,0,17,15,3,4,11,6.0,2,60.0,200.0,10,3
9399,4,3,38,0,427,98,75,60.0,90.0,20,300,0,5,17.0,0,80.0,0,32,0,17,15,3,5,11,2.0,10,70.0,200.0,13,1
7832,4,3,8,0,238,59,25,25.0,25.0,20,560,0,3,11.5,0,530.0,0,76,0,19,0,3,7,2,8.0,2,60.0,200.0,9,0
8221,4,3,13,0,36,48,9,9.0,9.0,20,140,0,2,10.5,0,100.0,0,29,0,17,15,3,2,11,5.5,2,60.0,200.0,9,2
7651,4,3,7,0,306,120,9,9.0,9.0,20,165,0,3,13.5,0,70.0,0,26,0,17,15,3,6,8,3.0,2,60.0,200.0,9,0
8258,4,3,14,0,763,1,6,6.0,6.0,20,135,0,2,8.5,0,75.0,0,76,0,17,110,6,2,11,10.5,2,60.0,200.0,10,2
