,Type,Region,MunicipalityCode,Prefecture,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,FloorPlan,Area,AreaIsGreaterFlag,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Year,Quarter
4366,4,3,2,0,1043,123,10,10.0,10.0,20,185,0,3,11.0,0,125.0,0,34,0,17,15,6,2,8,4.0,0,50.0,80.0,8,0
1179,4,3,0,0,527,0,14,14.0,14.0,20,120,0,2,16.5,0,70.0,0,31,0,17,15,1,8,2,6.5,0,50.0,80.0,11,3
9190,4,3,18,0,878,108,10,10.0,10.0,20,220,0,5,15.0,0,160.0,0,36,0,17,47,6,4,11,5.6,2,60.0,200.0,4,2
4891,4,3,2,0,875,76,20,20.0,20.0,20,330,0,7,18.0,0,80.0,0,34,0,17,15,1,6,9,3.0,2,60.0,200.0,10,3
6593,4,3,2,0,1192,57,14,14.0,14.0,20,1400,0,6,42.0,0,240.0,0,24,0,17,98,6,4,6,10.0,15,60.0,200.0,1,2
8497,4,3,20,0,170,41,9,9.0,9.0,20,240,0,3,14.0,0,135.0,0,37,0,17,44,1,6,11,6.5,4,60.0,200.0,11,2
9792,4,3,35,0,648,74,75,60.0,90.0,20,660,0,6,40.0,0,140.0,0,39,0,17,15,6,2,11,7.5,10,70.0,200.0,6,3
9472,4,3,21,0,1173,80,6,6.0,6.0,20,2000,1,6,50.0,1,400.0,0,31,0,17,15,6,4,11,5.5,13,60.0,200.0,5,3
706,4,3,0,0,1065,145,11,11.0,11.0,20,170,0,6,12.0,0,115.0,0,34,0,17,15,1,3,2,6.5,2,60.0,200.0,10,3
9377,4,3,17,0,486,14,17,17.0,17.0,20,620,0,1,26.0,0,100.0,0,27,0,17,15,6,4,7,9.0,15,70.0,200.0,7,1
6388,4,3,2,0,1271,123,45,30.0,60.0,20,165,0,2,9.5,0,95.0,0,44,0,17,110,6,6,2,4.4,0,50.0,80.0,6,3
9394,4,3,24,0,0,117,45,30.0,60.0,20,240,0,2,12.6,0,125.0,0,27,0,17,15,6,3,11,8.0,1,60.0,200.0,4,2
2826,4,0,0,0,1353,3,45,30.0,60.0,20,55,0,3,6.8,0,85.0,0,33,0,17,15,6,5,2,5.5,6,80.0,400.0,5,2
6977,4,3,6,0,75,71,23,23.0,23.0,20,155,0,3,15.5,0,210.0,0,30,0,17,47,4,4,2,8.0,9,80.0,200.0,13,1
9625,4,3,25,0,275,71,45,30.0,60.0,20,370,0,3,20.0,0,115.0,0,38,0,17,15,6,4,11,9.0,1,60.0,200.0,6,0
8007,4,3,3,0,346,66,29,29.0,29.0,20,165,0,8,11.5,0,90.0,0,46,0,17,15,6,3,2,6.0,0,50.0,80.0,2,0
8213,4,3,13,0,36,48,7,7.0,7.0,20,400,0,3,50.0,1,135.0,0,39,0,17,15,1,2,8,3.0,2,60.0,200.0,13,0
5885,4,3,0,0,370,89,7,7.0,7.0,20,200,0,3,8.5,0,130.0,0,49,0,17,15,6,5,2,5.0,3,60.0,150.0,3,0
7546,4,3,3,0,711,66,75,60.0,90.0,20,115,0,3,7.0,0,110.0,0,28,0,17,15,6,6,2,5.5,10,70.0,200.0,5,3
6100,4,3,2,0,682,21,45,30.0,60.0,20,550,0,4,28.0,0,160.0,0,52,0,17,15,6,4,9,4.0,15,60.0,200.0,6,2
7159,4,3,3,0,87,66,17,17.0,17.0,20,360,0,3,10.5,0,60.0,0,22,0,17,15,6,8,2,6.0,2,60.0,200.0,4,3
9372,4,3,20,0,998,41,20,20.0,20.0,20,520,0,2,20.0,0,120.0,0,34,0,17,15,6,5,11,6.0,2,60.0,200.0,5,2
7831,4,3,8,0,238,59,12,12.0,12.0,20,210,0,2,8.0,0,200.0,0,30,0,17,15,1,7,2,4.0,6,80.0,400.0,9,0
9678,4,3,25,0,600,72,75,60.0,90.0,20,500,0,1,4.0,0,115.0,0,54,0,17,15,6,7,9,3.0,10,70.0,200.0,7,2
4893,4,3,2,0,875,76,45,30.0,60.0,20,260,0,2,12.5,0,135.0,0,25,0,17,15,6,3,2,4.0,0,50.0,80.0,10,3
8168,4,3,10,0,721,62,45,30.0,60.0,20,2000,1,3,50.0,1,810.0,0,38,0,6,23,6,8,11,3.5,10,70.0,200.0,11,1
9605,4,3,18,0,740,108,16,16.0,16.0,20,85,0,2,6.0,0,100.0,0,32,0,17,15,6,5,11,4.0,2,60.0,200.0,2,0
2460,4,3,1,0,627,115,7,7.0,7.0,20,180,0,5,13.5,0,120.0,0,20,0,17,15,1,8,8,4.0,0,60.0,150.0,11,1
9070,4,3,27,0,184,44,6,6.0,6.0,20,290,0,1,9.0,0,170.0,0,30,0,17,15,3,7,7,9.0,5,60.0,200.0,10,3
6975,4,3,6,0,1296,71,14,14.0,14.0,20,340,0,5,19.0,0,90.0,0,28,0,17,15,3,3,8,2.5,0,50.0,80.0,8,2
8617,4,0,21,0,1173,80,6,6.0,6.0,20,175,0,2,10.0,0,140.0,0,20,0,17,15,3,0,6,16.0,5,60.0,200.0,10,2
7470,4,3,4,0,684,20,45,30.0,60.0,20,300,0,2,29.5,0,105.0,0,46,0,17,15,6,8,2,4.0,10,70.0,200.0,4,0
575,4,3,0,0,1298,3,6,6.0,6.0,20,100,0,3,6.6,0,140.0,0,22,0,17,15,3,4,2,6.0,5,60.0,200.0,8,3
5841,4,3,3,0,460,66,45,30.0,60.0,20,540,0,3,16.0,0,155.0,0,36,0,20,15,1,3,7,10.5,10,70.0,200.0,11,2
4347,4,3,1,0,957,137,4,4.0,4.0,20,145,0,3,11.0,0,150.0,0,32,0,17,15,6,6,2,6.0,15,70.0,200.0,5,2
6252,4,3,0,0,103,27,25,25.0,25.0,20,165,0,3,11.0,0,105.0,0,63,0,17,15,6,5,2,6.0,4,60.0,200.0,3,0
545,4,0,0,0,1298,3,7,7.0,7.0,20,75,0,2,7.0,0,120.0,0,11,0,17,47,1,8,6,20.0,5,60.0,200.0,13,1
9340,4,3,23,0,0,56,5,5.0,5.0,20,160,0,2,9.5,0,25.0,0,47,0,17,79,6,6,11,5.0,2,60.0,200.0,4,2
9693,4,3,27,0,0,44,75,60.0,90.0,20,95,0,1,13.0,0,125.0,0,58,0,17,95,6,7,11,10.0,10,70.0,200.0,6,3
9306,4,3,35,0,648,74,75,60.0,90.0,20,670,0,3,36.0,0,95.0,0,30,0,17,15,3,6,7,11.0,10,70.0,200.0,11,2
3065,4,3,1,0,767,11,4,4.0,4.0,20,125,0,3,10.0,0,80.0,0,35,0,17,15,1,8,8,5.0,0,50.0,80.0,13,1
417,4,3,0,0,281,65,14,14.0,14.0,20,150,0,1,14.0,0,110.0,0,28,0,17,15,1,5,2,5.5,0,60.0,150.0,12,1
9734,4,3,23,0,0,56,11,11.0,11.0,20,200,0,8,15.0,0,100.0,0,34,0,17,15,6,3,11,4.0,2,60.0,200.0,2,1
1727,4,3,0,0,952,3,45,30.0,60.0,20,135,0,6,14.0,0,135.0,0,33,0,17,15,6,2,8,6.5,0,50.0,80.0,5,1
2658,4,0,1,0,476,30,12,12.0,12.0,20,40,0,2,3.5,0,60.0,0,22,0,17,47,6,4,2,7.0,6,80.0,600.0,10,2
7825,4,3,8,0,238,59,9,9.0,9.0,20,185,0,3,9.0,0,120.0,0,9,0,17,15,3,3,2,8.5,9,80.0,200.0,9,2
3147,4,3,1,0,798,115,14,14.0,14.0,20,260,0,3,18.0,0,175.0,0,27,0,17,15,1,8,9,4.0,1,60.0,200.0,10,2
4942,4,3,1,0,1036,29,8,8.0,8.0,20,95,0,3,6.5,0,25.0,0,76,0,17,15,6,8,2,13.5,2,60.0,200.0,5,2
9437,4,3,38,0,1308,47,75,60.0,90.0,20,330,0,8,17.0,0,80.0,0,37,0,17,15,1,6,11,10.0,10,70.0,200.0,12,2
4793,4,3,1,0,557,30,45,30.0,60.0,20,240,0,4,7.0,0,85.0,0,76,0,17,15,6,5,8,3.5,1,60.0,200.0,4,0
9715,4,0,8,0,238,59,12,12.0,12.0,20,75,0,3,4.5,0,100.0,0,36,0,17,98,6,7,7,9.0,6,80.0,400.0,3,0
9948,4,0,34,0,475,113,45,30.0,60.0,20,300,0,3,7.0,0,120.0,0,76,0,17,98,6,4,7,10.5,2,60.0,200.0,1,2
4062,4,0,0,0,1375,3,2,2.0,2.0,20,35,0,5,6.5,0,50.0,0,45,0,17,79,6,6,2,4.0,6,80.0,400.0,5,0
8265,4,3,4,0,53,20,16,16.0,16.0,20,135,0,3,9.5,0,125.0,0,28,0,17,15,6,3,8,4.5,5,60.0,200.0,2,3
1609,4,3,0,0,1374,145,9,9.0,9.0,20,195,0,2,10.0,0,115.0,0,30,0,17,15,1,7,2,5.5,0,50.0,80.0,8,2
763,4,3,0,0,1348,27,18,18.0,18.0,20,185,0,0,11.0,0,75.0,0,15,0,17,15,2,5,2,6.5,1,60.0,200.0,10,3
8045,4,3,4,0,306,20,45,30.0,60.0,20,300,0,7,17.5,0,85.0,0,32,0,17,15,6,7,2,6.5,0,50.0,80.0,6,2
3617,4,3,2,0,937,123,45,30.0,60.0,20,350,0,3,22.5,0,105.0,0,26,0,17,15,6,7,2,4.5,15,60.0,200.0,10,1
1350,4,3,0,0,89,3,14,14.0,14.0,20,95,0,3,6.5,0,100.0,0,34,0,6,47,2,0,2,4.0,9,80.0,200.0,12,3
5461,4,3,2,0,797,76,14,14.0,14.0,20,165,0,6,15.5,0,90.0,0,55,0,17,15,1,2,2,6.0,4,60.0,200.0,10,3
42,4,3,0,0,18,3,21,21.0,21.0,20,140,0,3,8.0,0,110.0,0,46,0,17,15,1,2,2,5.0,9,80.0,200.0,11,3
6967,4,3,6,0,1290,71,45,30.0,60.0,20,180,0,3,11.5,0,95.0,0,31,0,17,15,1,0,2,6.0,1,60.0,200.0,9,0
9440,4,3,38,0,1308,47,75,60.0,90.0,20,330,0,2,13.8,0,60.0,0,33,0,17,93,6,2,11,6.0,1,60.0,200.0,12,0
6495,4,3,2,0,993,112,13,13.0,13.0,20,330,0,1,17.0,0,155.0,0,28,0,17,15,6,0,8,5.5,2,60.0,200.0,7,3
670,4,3,0,0,1021,142,45,30.0,60.0,20,700,0,3,17.0,0,155.0,0,38,0,20,15,3,7,2,7.0,15,70.0,200.0,11,0
3765,4,3,0,0,294,3,45,30.0,60.0,20,130,0,8,12.5,0,145.0,0,30,0,6,100,6,4,8,5.0,4,60.0,200.0,7,2
5659,4,0,3,0,1179,66,13,13.0,13.0,20,210,0,2,19.0,0,165.0,0,10,0,17,98,4,2,2,10.5,9,80.0,200.0,8,2
8943,4,3,8,0,238,59,19,19.0,19.0,20,160,0,3,9.0,0,210.0,0,16,0,17,15,6,4,7,6.5,9,80.0,200.0,6,0
965,4,3,0,0,372,89,45,30.0,60.0,20,580,0,6,28.5,0,80.0,0,76,0,17,101,3,3,2,5.5,10,70.0,200.0,11,0
6008,4,3,0,0,356,3,45,30.0,60.0,20,185,0,3,11.0,0,185.0,0,27,0,17,61,6,4,2,5.5,0,60.0,150.0,3,0
39,4,3,0,0,18,3,45,30.0,60.0,20,35,0,3,4.5,0,45.0,0,31,0,17,15,3,7,2,4.5,1,60.0,200.0,12,1
2234,4,3,0,0,1272,27,24,24.0,24.0,20,390,0,1,12.5,0,140.0,0,36,0,17,15,6,4,2,4.5,0,60.0,150.0,5,3
1509,4,3,0,0,450,134,18,18.0,18.0,20,570,0,6,15.0,0,200.0,0,76,0,17,47,6,0,6,8.0,15,70.0,200.0,5,1
3721,4,3,0,0,149,65,45,30.0,60.0,20,330,0,8,12.5,0,80.0,0,47,0,1,31,6,4,7,14.0,0,50.0,80.0,7,0
4348,4,3,1,0,957,137,15,15.0,15.0,20,800,0,1,13.0,0,180.0,0,48,0,17,15,6,0,2,9.0,15,70.0,200.0,5,1
4756,4,3,0,0,270,27,45,30.0,60.0,20,260,0,2,15.0,0,115.0,0,26,0,17,15,6,5,2,6.0,0,50.0,80.0,3,3
4312,4,3,1,0,937,30,45,30.0,60.0,20,120,0,2,12.5,0,130.0,0,18,0,17,15,6,8,7,8.5,15,70.0,200.0,6,3
7697,4,3,7,0,1380,120,45,30.0,60.0,20,440,0,3,12.0,0,220.0,0,44,0,17,52,1,4,6,18.0,5,60.0,200.0,9,0
7598,4,3,3,0,1114,66,45,30.0,60.0,20,300,0,1,24.0,0,105.0,0,30,0,17,15,6,5,2,6.0,10,70.0,200.0,5,0
4614,4,3,1,0,511,30,75,60.0,90.0,20,185,0,2,18.0,0,160.0,0,32,0,17,15,6,6,2,7.5,2,60.0,200.0,7,2
8015,4,3,4,0,571,20,45,30.0,60.0,20,310,0,3,16.0,0,135.0,0,31,0,17,15,6,6,2,6.0,10,70.0,200.0,6,1
8044,4,3,2,0,937,123,75,60.0,90.0,20,230,0,2,12.0,0,120.0,0,37,0,17,15,6,4,2,5.5,15,60.0,200.0,3,0
9536,4,3,21,0,1173,80,10,10.0,10.0,20,165,0,7,13.5,0,95.0,0,52,0,17,15,6,8,11,6.5,2,60.0,200.0,7,1
5342,4,3,2,0,297,74,45,30.0,60.0,20,120,0,5,11.2,0,75.0,0,30,0,17,15,1,3,2,4.0,2,60.0,200.0,10,0
3357,4,3,0,0,889,0,7,7.0,7.0,20,155,0,0,2.9,0,95.0,0,37,0,17,15,6,7,6,8.0,0,60.0,150.0,7,1
5429,4,3,2,0,797,76,5,5.0,5.0,20,220,0,3,10.0,0,140.0,0,12,0,17,47,3,7,2,5.0,2,60.0,200.0,13,0
1551,4,3,0,0,717,27,45,30.0,60.0,20,450,0,3,19.0,0,115.0,0,37,0,17,15,6,6,2,4.0,15,70.0,200.0,4,3
9396,4,3,18,0,874,83,6,6.0,6.0,20,1300,0,3,21.5,0,80.0,0,76,0,17,93,6,0,11,4.0,15,70.0,200.0,7,1
9079,4,3,14,0,763,1,7,7.0,7.0,20,210,0,8,12.5,0,100.0,0,33,0,17,15,6,4,11,13.0,2,60.0,200.0,4,3
8041,4,3,9,0,76,126,28,28.0,28.0,20,740,0,4,25.0,0,120.0,0,26,0,17,15,6,0,2,4.0,15,70.0,200.0,12,3
9856,4,3,27,0,184,44,8,8.0,8.0,20,200,0,3,12.0,0,155.0,0,31,0,17,47,6,7,11,6.5,2,60.0,200.0,2,0
9569,4,3,7,0,1253,104,16,16.0,16.0,20,270,0,3,19.0,0,95.0,0,45,0,17,15,6,6,2,6.0,0,50.0,80.0,3,3
9435,4,3,38,0,1308,47,75,60.0,90.0,20,165,0,2,16.0,0,40.0,0,47,0,17,15,1,6,11,6.0,1,60.0,200.0,13,2
9911,4,3,38,0,1308,47,75,60.0,90.0,20,155,0,2,8.5,0,130.0,0,43,0,17,15,6,5,11,6.0,4,60.0,200.0,7,0
8927,4,3,7,0,74,120,9,9.0,9.0,20,330,0,3,12.5,0,175.0,0,48,0,17,15,6,4,2,8.0,9,80.0,200.0,7,3
8321,4,3,17,0,482,52,14,14.0,14.0,20,770,0,1,35.5,0,95.0,0,26,0,17,15,1,4,11,5.5,15,70.0,200.0,10,1
7611,4,3,7,0,357,104,16,16.0,16.0,20,570,0,3,27.0,0,125.0,0,33,0,17,15,6,4,2,6.0,10,70.0,200.0,10,3
7462,4,3,7,0,272,120,45,30.0,60.0,20,120,0,5,11.0,0,110.0,0,35,0,20,100,6,6,7,7.0,0,50.0,80.0,9,3
6205,4,3,1,0,769,30,75,60.0,90.0,20,2000,1,6,44.0,0,240.0,0,76,0,17,15,6,3,2,7.0,15,70.0,200.0,1,2
9512,4,0,20,0,499,41,4,4.0,4.0,20,70,0,5,8.5,0,110.0,0,32,0,17,47,6,8,11,9.0,6,80.0,400.0,7,3
9550,4,3,21,0,839,88,45,30.0,60.0,20,520,0,1,16.0,0,135.0,0,35,0,17,15,6,3,7,7.0,10,70.0,200.0,7,2
3406,4,3,2,0,586,74,45,30.0,60.0,20,290,0,3,17.0,0,70.0,0,26,0,17,15,1,2,2,3.0,15,60.0,200.0,11,3
6844,4,3,2,0,838,123,45,30.0,60.0,20,420,0,3,8.0,0,70.0,0,21,0,17,15,6,3,9,4.5,15,60.0,200.0,4,3
6422,4,3,4,0,306,20,45,30.0,60.0,20,280,0,7,17.0,0,70.0,0,32,0,17,15,1,3,2,6.5,0,50.0,80.0,9,3
9912,4,3,20,0,998,41,20,20.0,20.0,20,520,0,2,20.0,0,150.0,0,34,0,17,15,6,5,11,6.5,2,60.0,200.0,3,3
9750,4,3,23,0,0,93,45,30.0,60.0,20,310,0,3,11.5,0,115.0,0,42,0,17,15,6,6,11,5.0,10,70.0,200.0,2,1
6307,4,3,0,0,529,27,45,30.0,60.0,20,105,0,2,9.0,0,80.0,0,30,0,17,15,6,5,8,4.0,0,50.0,80.0,3,2
6488,4,3,2,0,607,34,45,30.0,60.0,20,165,0,6,10.0,0,95.0,0,34,0,17,15,6,2,8,6.0,0,50.0,80.0,2,1
8565,4,3,20,0,499,41,6,6.0,6.0,20,165,0,6,10.5,0,70.0,0,42,0,17,98,4,7,11,9.0,5,60.0,200.0,12,0
2782,4,3,1,0,859,115,14,14.0,14.0,20,240,0,3,16.0,0,230.0,0,30,0,17,61,3,5,8,5.5,2,60.0,200.0,10,1
9251,4,3,10,0,721,62,25,25.0,25.0,20,230,0,1,10.0,0,75.0,0,49,0,17,15,6,8,11,6.0,10,70.0,200.0,7,1
772,4,3,0,0,1349,65,45,30.0,60.0,20,410,0,2,18.0,0,135.0,0,45,0,17,43,6,5,8,4.0,13,60.0,200.0,11,1
9274,4,3,34,0,681,113,45,30.0,60.0,20,300,0,6,16.5,0,210.0,0,17,0,17,110,6,6,11,4.0,2,60.0,200.0,11,1
7377,4,0,7,0,1253,104,3,3.0,3.0,20,860,0,1,18.0,0,320.0,0,39,0,6,99,3,6,6,9.5,6,80.0,400.0,8,1
5994,4,3,4,0,1187,20,20,20.0,20.0,20,155,0,1,12.0,0,120.0,0,43,0,17,61,3,6,8,6.0,0,50.0,80.0,13,2
1855,4,3,0,0,234,3,18,18.0,18.0,20,165,0,3,10.0,0,110.0,0,38,0,17,15,6,0,2,4.0,1,60.0,200.0,7,3
6348,4,3,4,0,28,20,5,5.0,5.0,20,195,0,2,12.5,0,175.0,0,33,0,17,15,1,3,2,5.0,6,80.0,400.0,13,1
5605,4,3,1,0,792,30,26,26.0,26.0,20,175,0,2,11.0,0,130.0,0,34,0,17,15,6,7,8,4.0,1,60.0,200.0,6,0
9881,4,3,38,0,473,98,9,9.0,9.0,20,230,0,3,13.5,0,95.0,0,40,0,17,110,6,4,9,2.0,10,70.0,200.0,5,0
5157,4,3,1,0,1140,30,17,17.0,17.0,20,195,0,8,18.0,0,95.0,0,21,0,17,24,6,7,8,5.0,13,60.0,200.0,7,0
9123,4,3,10,0,452,92,1,1.0,1.0,20,1100,0,8,32.0,0,420.0,0,21,0,17,45,6,3,7,6.5,10,70.0,200.0,6,3
3112,4,3,0,0,359,13,15,15.0,15.0,20,670,0,3,33.5,0,105.0,0,14,0,17,50,6,0,6,13.5,10,70.0,200.0,6,1
9205,4,3,29,0,108,119,15,15.0,15.0,20,190,0,3,6.5,0,95.0,0,24,0,17,47,3,2,11,12.0,2,60.0,200.0,13,1
5811,4,3,3,0,420,66,24,24.0,24.0,20,810,0,1,22.0,0,195.0,0,22,0,17,15,1,2,2,4.0,0,50.0,80.0,11,1
1581,4,3,0,0,330,145,6,6.0,6.0,20,150,0,2,9.0,0,75.0,0,31,0,17,15,3,4,2,6.0,0,50.0,80.0,11,3
1597,4,3,0,0,1370,145,14,14.0,14.0,20,90,0,3,8.5,0,115.0,0,27,0,17,15,1,7,2,6.0,1,60.0,200.0,9,1
1017,4,3,0,0,368,89,5,5.0,5.0,20,105,0,1,9.0,0,120.0,0,26,0,17,15,1,4,2,8.0,2,60.0,200.0,10,2
4017,4,3,2,0,993,112,13,13.0,13.0,20,165,0,2,11.0,0,125.0,0,32,0,17,15,1,7,8,4.0,2,60.0,200.0,12,3
669,4,3,0,0,1021,142,45,30.0,60.0,20,185,0,1,18.0,0,95.0,0,33,0,17,15,1,8,2,5.0,15,70.0,200.0,13,1
9236,4,3,20,0,610,41,6,6.0,6.0,20,200,0,2,9.0,0,115.0,0,34,0,17,15,6,0,11,7.0,5,60.0,200.0,4,2
4037,4,3,2,0,993,112,9,9.0,9.0,20,135,0,3,15.5,0,100.0,0,46,0,17,15,1,6,8,3.0,2,60.0,200.0,11,1
5643,4,3,1,0,807,30,45,30.0,60.0,20,1000,0,3,33.5,0,135.0,0,21,0,17,43,6,8,2,6.0,2,60.0,200.0,7,0
3790,4,0,0,0,89,3,8,8.0,8.0,20,500,0,1,9.0,0,960.0,0,26,0,6,98,6,6,2,11.0,6,80.0,600.0,6,3
6753,4,3,1,0,603,39,2,2.0,2.0,20,180,0,6,16.0,0,170.0,0,35,0,17,15,6,4,2,6.5,15,70.0,200.0,3,0
78,4,3,0,0,425,0,45,30.0,60.0,20,190,0,8,13.0,0,110.0,0,25,0,17,15,1,3,2,6.5,13,60.0,200.0,11,1
3899,4,3,0,0,832,27,105,90.0,120.0,20,830,0,1,36.0,0,30.0,0,42,0,20,93,6,8,6,10.0,15,50.0,80.0,7,3
1869,4,1,1,0,957,137,10,10.0,10.0,20,1200,0,1,46.0,0,370.0,0,41,0,17,105,5,2,2,7.0,15,70.0,200.0,13,1
9212,4,3,4,0,494,20,28,28.0,28.0,20,195,0,8,19.0,0,125.0,0,76,0,17,15,6,8,2,16.0,2,60.0,200.0,3,0
1013,4,3,0,0,368,89,14,14.0,14.0,20,430,0,3,22.0,0,150.0,0,26,0,17,15,1,3,8,3.6,2,60.0,200.0,11,3
9252,4,3,10,0,721,62,16,16.0,16.0,20,660,0,1,3.5,0,35.0,0,76,0,17,15,6,4,11,5.0,2,60.0,200.0,7,1
4009,4,3,2,0,993,112,9,9.0,9.0,20,195,0,2,11.5,0,100.0,0,29,0,17,15,1,4,2,7.5,2,60.0,200.0,13,1
4460,4,3,1,0,463,11,13,13.0,13.0,20,170,0,3,12.5,0,90.0,0,40,0,17,15,6,6,2,6.5,0,40.0,80.0,4,2
8207,4,3,2,0,725,34,75,60.0,90.0,20,165,0,2,11.0,0,80.0,0,28,0,17,15,6,5,8,4.5,15,60.0,200.0,3,0
853,4,3,0,0,1338,3,26,26.0,26.0,20,100,0,2,15.0,0,65.0,0,32,0,17,15,1,2,2,6.5,4,60.0,200.0,12,3
9936,4,3,21,0,1173,80,10,10.0,10.0,20,280,0,2,19.0,0,120.0,0,47,0,17,15,6,2,11,6.0,2,60.0,200.0,3,3
2732,4,3,1,0,1140,32,15,15.0,15.0,20,150,0,6,16.0,0,75.0,0,28,0,17,110,1,5,2,6.0,2,60.0,200.0,10,0
9087,4,3,14,0,763,1,22,22.0,22.0,20,200,0,8,12.0,0,80.0,0,35,0,17,15,6,4,11,5.0,2,60.0,200.0,4,0
9643,4,3,25,0,275,71,45,30.0,60.0,20,530,0,2,32.0,0,95.0,0,76,0,17,15,6,7,11,9.0,0,50.0,80.0,5,3
8401,4,3,18,0,740,108,12,12.0,12.0,20,220,0,3,8.0,0,85.0,0,26,0,17,15,3,0,11,4.0,2,60.0,200.0,10,2
7103,4,3,1,0,991,115,28,28.0,28.0,20,290,0,5,17.0,0,60.0,0,76,0,17,15,6,7,2,5.5,0,50.0,80.0,3,3
8385,4,0,18,0,969,108,5,5.0,5.0,20,155,0,1,22.5,0,165.0,0,22,0,17,47,5,2,7,9.0,6,80.0,400.0,9,2
8682,4,3,7,0,1273,104,45,30.0,60.0,20,410,0,3,11.5,0,80.0,0,76,0,17,15,6,6,6,9.0,2,60.0,200.0,6,2
6241,4,3,1,0,767,11,8,8.0,8.0,20,110,0,3,8.5,0,75.0,0,34,0,17,15,6,6,2,6.0,0,50.0,80.0,2,2
1160,4,0,0,0,109,3,24,24.0,24.0,20,55,0,3,9.0,0,85.0,0,20,0,17,47,3,0,2,25.0,6,80.0,400.0,12,0
8709,4,3,23,0,0,56,9,9.0,9.0,20,450,0,2,10.5,0,180.0,0,41,0,17,15,3,8,11,6.5,5,60.0,200.0,10,2
402,4,3,0,0,704,142,45,30.0,60.0,20,330,0,5,18.0,0,290.0,0,24,0,17,15,3,8,2,8.5,0,50.0,80.0,8,1
8261,4,3,14,0,763,1,5,5.0,5.0,20,230,0,3,20.0,0,195.0,0,23,0,17,15,1,7,11,3.5,2,60.0,200.0,8,2
9670,4,3,20,0,526,41,11,11.0,11.0,20,260,0,2,7.0,0,140.0,0,19,0,17,100,6,7,11,6.5,5,60.0,200.0,2,2
8027,4,3,4,0,504,20,105,90.0,120.0,20,200,0,8,19.0,0,85.0,0,40,0,17,79,6,7,6,16.0,10,70.0,200.0,5,2
7363,4,3,7,0,1250,2,16,16.0,16.0,20,240,0,2,12.0,0,80.0,0,38,0,17,15,1,7,9,6.0,10,70.0,200.0,11,2
7953,4,3,3,0,658,66,45,30.0,60.0,20,480,0,2,10.5,0,135.0,0,34,0,0,100,6,4,7,6.0,10,70.0,200.0,2,3
5298,4,3,1,0,734,115,45,30.0,60.0,20,660,0,3,12.0,0,185.0,0,43,0,17,79,6,6,2,7.0,15,70.0,200.0,1,3
386,4,3,0,0,270,27,45,30.0,60.0,20,310,0,3,15.5,0,55.0,0,27,0,17,15,1,6,2,9.5,1,60.0,200.0,11,1
8828,4,3,24,0,0,117,45,30.0,60.0,20,320,0,1,14.1,0,70.0,0,76,0,17,15,1,2,11,10.0,2,60.0,200.0,10,3
4239,4,3,1,0,603,39,10,10.0,10.0,20,550,0,0,5.0,0,390.0,0,24,0,1,0,6,2,7,9.5,15,70.0,200.0,5,0
3559,4,3,0,0,377,13,13,13.0,13.0,20,115,0,1,9.0,0,80.0,0,44,0,17,15,6,2,8,6.5,10,70.0,200.0,2,1
9970,4,3,38,0,1309,47,75,60.0,90.0,20,330,0,2,16.0,0,185.0,0,40,0,17,61,6,6,8,3.0,2,60.0,200.0,2,3
9984,4,3,38,0,1168,23,105,90.0,120.0,20,310,0,3,20.0,0,100.0,0,46,0,17,15,6,7,9,6.0,10,70.0,200.0,1,2
1872,4,3,1,0,957,137,10,10.0,10.0,20,590,0,3,12.0,0,300.0,0,76,0,20,110,5,3,2,7.0,15,70.0,200.0,11,0
9737,4,3,23,0,0,56,29,29.0,29.0,20,1000,0,1,39.0,0,420.0,0,49,0,17,105,6,6,11,9.5,10,70.0,200.0,1,1
1810,4,3,0,0,425,0,18,18.0,18.0,20,165,0,3,17.5,0,160.0,0,37,0,17,35,6,6,2,4.0,4,60.0,200.0,2,1
7438,4,3,2,0,875,76,45,30.0,60.0,20,250,0,6,21.5,0,90.0,0,31,0,17,15,6,4,2,4.5,0,50.0,80.0,2,1
9905,4,3,20,0,713,41,45,30.0,60.0,20,1000,0,3,18.0,0,135.0,0,53,0,17,15,6,8,6,7.0,10,70.0,200.0,3,0
9360,4,3,20,0,1072,41,45,30.0,60.0,20,120,0,3,17.5,0,35.0,0,8,0,17,93,6,8,9,4.0,10,70.0,200.0,6,2
3897,4,3,2,0,276,63,11,11.0,11.0,20,230,0,1,19.0,0,230.0,0,27,0,17,15,6,3,2,4.5,6,80.0,400.0,11,0
5926,4,3,4,0,606,20,18,18.0,18.0,20,105,0,3,11.0,0,85.0,0,35,0,17,15,3,7,2,6.0,0,50.0,80.0,9,1
1391,4,3,0,0,582,3,75,60.0,90.0,20,440,0,6,29.5,0,90.0,0,31,0,17,15,1,6,2,4.0,15,70.0,200.0,10,2
9723,4,3,35,0,648,74,45,30.0,60.0,20,150,0,0,3.0,0,85.0,0,46,0,6,15,6,2,11,6.0,10,70.0,200.0,4,1
